date,volume,money,open,high,low,close,change,num
104/12/01,8409979,520635962.0,61.7,62.45,61.45,62.4,1.2,2530
104/12/02,6361207,397283746.0,62.45,62.75,62.15,62.3,-0.1,1629
104/12/03,6065078,377724417.0,61.9,62.55,61.7,62.4,0.1,1142
104/12/04,15048650,928987155.0,61.95,61.95,61.4,61.75,-0.65,2915
104/12/07,14814433,928255777.0,62.2,63.0,62.2,62.5,0.75,2110
104/12/08,9200859,566137416.0,62.25,62.3,61.2,61.5,-1.0,3502
104/12/09,16089442,979992762.0,61.2,61.35,60.7,60.75,-0.75,3892
104/12/10,16616017,999797705.0,60.4,60.75,59.75,60.55,-0.2,4438
104/12/11,13835782,831652873.0,60.55,60.7,59.8,59.85,-0.7,3723
104/12/14,9528711,565570905.0,59.25,59.65,59.0,59.4,-0.45,3711
104/12/15,6796842,405048236.0,59.7,60.05,59.35,59.45,0.05,3028
104/12/16,6530297,392518947.0,60.0,60.4,59.7,60.35,0.9,2214
104/12/17,7609249,462460512.0,60.55,61.05,60.35,61.05,0.7,2786
104/12/18,4893146,297429598.0,60.85,61.25,60.5,60.75,-0.3,1690
104/12/21,4340637,261775825.0,60.05,60.75,59.9,60.65,-0.1,1399
104/12/22,5138591,311500101.0,60.7,60.9,60.4,60.8,0.15,1014
104/12/23,7263567,443537648.0,60.95,61.3,60.8,60.9,0.1,1391
104/12/24,8456472,519184263.0,61.35,61.65,61.2,61.2,0.3,1563
104/12/25,6546008,402014014.0,61.2,61.6,61.2,61.6,0.4,1344
104/12/28,3449303,212316497.0,61.7,61.7,61.4,61.45,-0.15,964
104/12/29,3966552,241951106.0,61.4,61.4,60.8,61.0,-0.45,1267
104/12/30,7262466,440947363.0,61.15,61.15,60.45,60.55,-0.45,1436
104/12/31,3894479,236577519.0,60.55,60.95,60.5,60.75,0.2,988
