date,volume,money,open,high,low,close,change,num
 99/03/01,13647130,715419506.0,51.5,52.95,51.5,52.8,1.25,2066
 99/03/02,9997438,528112268.0,52.75,53.1,52.55,52.65,-0.15,1225
 99/03/03,8764746,462426932.0,52.7,53.1,52.5,52.65,0.0,1041
 99/03/04,8149453,426373974.0,52.75,52.9,51.8,52.2,-0.45,1295
 99/03/05,13619167,720117212.0,52.85,53.2,52.5,52.95,0.75,1541
 99/03/08,16985546,907762324.0,53.3,53.65,53.25,53.65,0.7,2472
 99/03/09,7770200,417203238.0,53.7,53.8,53.55,53.8,0.15,1070
 99/03/10,6842414,367950915.0,53.85,53.95,53.45,53.8,0.0,1009
 99/03/11,6657965,358344611.0,54.0,54.0,53.5,53.65,-0.15,1013
 99/03/12,12617367,675578756.0,53.7,53.7,53.4,53.6,-0.05,753
 99/03/15,10347597,548486587.0,53.5,53.55,52.7,52.85,-0.75,1374
 99/03/16,13206323,698390628.0,52.8,53.1,52.75,53.1,0.25,869
 99/03/17,14910569,802914397.0,53.45,54.15,53.4,54.15,1.05,2346
 99/03/18,8609032,467282129.0,54.25,54.55,54.05,54.4,0.25,1693
 99/03/19,5394422,292259307.0,54.45,54.45,54.0,54.25,-0.15,926
 99/03/22,7376253,395093362.0,54.0,54.0,53.25,53.7,-0.55,1331
 99/03/23,8078483,432328487.0,53.7,53.8,53.25,53.35,-0.35,1116
 99/03/24,19134856,1025228740.0,53.5,53.75,53.45,53.5,0.15,1050
 99/03/25,14547242,774041367.0,53.35,53.7,52.9,53.5,0.0,1523
 99/03/26,11520708,617381687.0,53.25,54.15,52.9,54.0,0.5,1722
 99/03/29,16278063,885608225.0,54.15,54.55,54.15,54.5,0.5,1980
 99/03/30,7592145,413272436.0,54.5,54.55,54.35,54.45,-0.05,782
 99/03/31,10909581,592799089.0,54.35,54.45,54.2,54.25,-0.2,1245
