date,volume,money,open,high,low,close,change,num
 95/03/01,5317000,279213950.0,52.35,52.9,52.1,52.85,0.45,385
 95/03/02,7088120,376003237.0,52.9,53.3,52.85,52.85,0.0,427
 95/03/03,2136014,112132928.0,52.8,53.05,52.05,52.05,-0.8,288
 95/03/06,2865000,150258950.0,54.5,54.5,52.05,52.45,0.4,243
 95/03/07,3889000,201983600.0,52.2,52.2,51.7,51.8,-0.65,257
 95/03/08,1712000,88101250.0,52.0,52.0,51.1,51.4,-0.4,319
 95/03/09,3378000,174319750.0,51.65,51.75,51.3,51.65,0.25,156
 95/03/10,1181000,61121150.0,51.85,51.95,51.45,51.6,-0.05,152
 95/03/13,1077000,55922500.0,52.0,52.15,51.8,51.8,0.2,179
 95/03/14,3315000,170257600.0,51.9,51.9,51.15,51.3,-0.5,298
 95/03/15,2525000,130974100.0,51.5,52.15,51.5,52.15,0.85,202
 95/03/16,2040000,106765500.0,52.1,52.65,51.85,51.9,-0.25,349
 95/03/17,1886000,97708200.0,51.9,52.0,51.5,52.0,0.1,221
 95/03/20,2145000,111595550.0,52.3,52.3,51.8,51.95,-0.05,186
 95/03/21,1046000,54052150.0,52.0,52.0,51.55,51.55,-0.4,191
 95/03/22,3618000,184244650.0,51.25,51.25,50.65,50.75,-0.8,438
 95/03/23,2840000,143858200.0,50.7,50.95,50.4,50.5,-0.25,286
 95/03/24,957000,48477500.0,50.4,50.9,50.4,50.9,0.4,127
 95/03/27,1243000,63387100.0,50.9,51.1,50.85,51.05,0.15,148
 95/03/28,4158000,213174600.0,51.2,51.55,51.05,51.5,0.45,214
 95/03/29,1585000,81774550.0,51.2,51.75,51.2,51.7,0.2,188
 95/03/30,2387000,124464450.0,51.8,52.3,51.8,52.3,0.6,349
 95/03/31,2612000,137546250.0,52.3,53.0,52.3,52.8,0.5,451
