date,volume,money,open,high,low,close,change,num
104/08/03,15758422,1027197865.0,65.9,65.9,64.9,65.25,-0.9,3454
104/08/04,12310425,803217815.0,65.5,66.0,65.0,65.3,0.05,2681
104/08/05,9875104,648399318.0,65.55,66.0,65.3,65.7,0.4,1782
104/08/06,23620938,1535880356.0,66.0,66.05,64.55,65.0,-0.7,3641
104/08/07,6898672,446241008.0,64.5,65.0,64.2,64.7,-0.3,2267
104/08/10,10082526,649653275.0,64.6,64.75,64.0,64.55,-0.15,2542
104/08/11,17411425,1131041320.0,65.3,65.8,64.4,64.55,0.0,4036
104/08/12,24218973,1541063674.0,64.25,64.45,63.0,63.45,-1.1,4634
104/08/13,16147105,1025508660.0,63.45,63.9,63.35,63.55,0.1,2147
104/08/14,8405034,532406602.0,63.45,63.75,63.15,63.3,-0.25,1736
104/08/17,13852886,871311567.0,63.3,63.3,62.7,62.9,-0.4,2367
104/08/18,9841681,617280801.0,63.0,63.3,62.45,62.55,-0.35,2221
104/08/19,17595647,1088315857.0,62.4,62.5,61.3,61.6,-0.95,4364
104/08/20,19329341,1185812735.0,61.25,61.85,60.95,61.4,-0.2,4758
104/08/21,28076492,1689327220.0,60.6,60.75,59.8,59.8,-1.6,6417
104/08/24,61317409,3512538379.0,59.1,59.1,55.4,57.5,-2.3,12459
104/08/25,43487996,2578413633.0,57.5,60.0,57.5,60.0,2.5,9667
104/08/26,17123903,1020266152.0,59.3,60.5,58.65,60.35,0.35,5984
104/08/27,18326474,1106779689.0,60.6,60.65,60.0,60.15,-0.2,5627
104/08/28,18684824,1150095322.0,61.0,61.9,61.0,61.8,1.65,4349
104/08/31,18957915,1171281528.0,61.3,62.35,61.2,62.3,0.5,2806
