date,volume,money,open,high,low,close,change,num
106/09/01,4429357,367698896.0,82.95,83.2,82.65,83.0,0.05,1242
106/09/04,2595960,215379980.0,82.9,83.05,82.7,82.85,-0.15,1249
106/09/05,2564014,212297667.0,82.9,83.0,82.65,82.95,0.1,894
106/09/06,2891459,239135774.0,82.7,82.9,82.35,82.6,-0.35,733
106/09/07,1368850,112962000.0,82.8,82.85,82.2,82.25,-0.35,523
106/09/08,2841807,235025531.0,82.4,82.9,82.4,82.7,0.45,460
106/09/11,1627740,134840770.0,83.25,83.35,82.5,82.55,-0.15,641
106/09/12,1394251,115579395.0,82.95,83.05,82.65,82.85,0.3,484
106/09/13,2175414,179336920.0,82.9,83.0,82.25,82.3,-0.55,853
106/09/14,1749686,144135177.0,82.3,82.55,82.15,82.35,0.05,543
106/09/15,1821006,149836316.0,82.35,82.5,82.1,82.35,0.0,666
106/09/18,2692818,223439577.0,82.85,83.15,82.6,83.15,0.8,1093
106/09/19,1456448,120871287.0,83.2,83.3,82.65,82.75,-0.4,689
106/09/20,9963674,818692732.0,82.5,82.65,82.1,82.2,-0.55,3861
106/09/21,1830228,150729480.0,82.05,82.8,81.95,82.7,0.5,677
106/09/22,5605786,458418952.0,82.6,82.6,81.55,81.6,-1.1,1799
106/09/25,7071046,572821645.0,81.55,81.55,80.75,80.95,-0.65,3080
106/09/26,11752300,947629479.0,80.8,81.05,80.3,80.3,-0.65,4705
106/09/27,6242902,504135812.0,80.6,80.9,80.55,80.7,0.4,2313
106/09/28,6899317,555464689.0,80.75,80.8,80.3,80.4,-0.3,2076
106/09/29,3443865,277186537.0,80.45,80.65,80.3,80.65,0.25,1210
106/09/30,1585133,128476096.0,81.0,81.2,80.85,81.2,0.55,801
