date,volume,money,open,high,low,close,change,num
 98/06/01,14150773,676282674.0,48.08,48.18,47.52,47.72,-0.28,2144
 98/06/02,19975861,966613838.0,48.15,48.65,47.57,47.85,0.13,3043
 98/06/03,18431379,879319483.0,47.82,47.88,47.51,47.79,-0.06,1808
 98/06/04,35018336,1637766135.0,47.7,47.75,46.33,46.7,-1.09,3116
 98/06/05,10630805,495909680.0,46.79,46.89,46.4,46.62,-0.08,1551
 98/06/06,6286964,293738471.0,46.65,46.9,46.59,46.9,0.28,917
 98/06/08,9604001,444448150.0,47.4,47.4,45.62,45.71,-1.19,2479
 98/06/09,38549498,1720893960.0,45.76,45.76,44.28,44.45,-1.26,4442
 98/06/10,10718248,480222210.0,44.7,45.05,44.46,44.85,0.4,2174
 98/06/11,20297341,908368424.0,44.85,45.3,44.0,45.25,0.4,2340
 98/06/12,14991023,673054101.0,45.26,45.29,44.43,44.66,-0.59,2250
 98/06/15,22807229,987822547.0,44.3,44.3,42.84,43.04,-1.62,4306
 98/06/16,11294705,485907021.0,43.04,43.38,42.7,43.05,0.01,2264
 98/06/17,13116613,565997619.0,43.05,43.49,42.9,42.97,-0.08,2259
 98/06/18,14377651,615443813.0,42.97,43.3,42.4,42.75,-0.22,2451
 98/06/19,18698242,801732721.0,42.75,43.25,42.65,43.25,0.5,1951
 98/06/22,12238212,531945009.0,43.07,44.05,42.8,43.9,0.65,2113
 98/06/23,12123870,520198670.0,42.85,43.1,42.8,42.85,-1.05,2592
 98/06/24,18179099,799896773.0,42.8,45.77,42.73,44.08,1.23,3923
 98/06/25,12175307,541120987.0,44.35,44.79,44.1,44.58,0.5,1785
 98/06/26,6771809,302282354.0,44.75,44.82,44.48,44.6,0.02,1296
 98/06/29,8184737,364122440.0,44.8,44.9,44.09,44.28,-0.32,1530
 98/06/30,7966972,354968737.0,44.88,44.89,44.08,44.46,0.18,1543
