date,volume,money,open,high,low,close,change,num
102/09/02,20804919,1168126905.0,55.95,56.4,55.9,56.3,0.45,4386
102/09/03,20556239,1163846548.0,56.6,56.7,56.4,56.65,0.35,3910
102/09/04,10480444,591077767.0,56.5,56.6,56.25,56.55,-0.1,1958
102/09/05,21411913,1215478542.0,56.7,56.95,56.55,56.9,0.35,3594
102/09/06,22393275,1275634725.0,56.85,57.05,56.85,57.0,0.1,3240
102/09/09,17058581,973707355.0,57.0,57.3,56.7,57.2,0.2,3490
102/09/10,23422376,1344057399.0,57.35,57.6,57.15,57.35,0.15,3480
102/09/11,20577058,1180087008.0,57.5,57.5,57.1,57.5,0.15,3196
102/09/12,12988288,747456799.0,57.4,57.7,57.3,57.55,0.05,2609
102/09/13,5616027,321689664.0,57.5,57.6,57.1,57.1,-0.45,1447
102/09/14,6236106,356165524.0,57.15,57.25,57.05,57.1,0.0,1068
102/09/16,14816216,856213071.0,57.45,57.95,57.45,57.8,0.7,3739
102/09/17,6240628,359786428.0,57.5,57.75,57.5,57.75,-0.05,1343
102/09/18,14816839,855895353.0,57.9,58.0,57.55,57.55,-0.2,1585
102/09/23,10272430,594937074.0,57.55,58.15,57.5,58.0,0.45,2144
102/09/24,10109391,585958178.0,58.0,58.1,57.75,58.05,0.05,1246
102/09/25,4177369,241141358.0,58.0,58.0,57.6,57.8,-0.25,1038
102/09/26,4355788,249816271.0,57.7,57.8,57.2,57.25,-0.55,1653
102/09/27,4768533,273846827.0,57.4,57.55,57.35,57.4,0.15,764
102/09/30,16694045,952581260.0,57.0,57.3,56.75,57.15,-0.25,1620
