date,volume,money,open,high,low,close,change,num
100/12/01,50086140,2509004542.0,49.6,50.6,49.6,50.3,2.22,12683
100/12/02,11022944,549622522.0,50.1,50.25,49.6,49.82,-0.48,3499
100/12/05,9432964,467489757.0,49.82,49.82,49.2,49.66,-0.16,2772
100/12/06,14698444,719937774.0,49.5,49.5,48.67,48.69,-0.97,5428
100/12/07,15032896,739326758.0,49.0,49.33,49.0,49.2,0.51,3116
100/12/08,14793377,720228258.0,49.01,49.01,48.4,48.86,-0.34,4111
100/12/09,18170218,877077245.0,48.0,48.63,48.0,48.24,-0.62,5042
100/12/12,12180038,595325732.0,48.94,49.09,48.63,48.8,0.56,2920
100/12/13,9930657,480825791.0,48.37,48.78,48.17,48.55,-0.25,2661
100/12/14,5907825,286097012.0,48.54,48.6,48.17,48.59,0.04,1733
100/12/15,21987047,1049187245.0,48.01,48.01,47.5,47.5,-1.09,7274
100/12/16,15182560,723476010.0,47.65,47.81,47.45,47.7,0.2,3098
100/12/19,25844334,1212666987.0,47.4,47.4,46.61,46.74,-0.96,7347
100/12/20,7949766,374290634.0,47.05,47.27,46.91,47.0,0.26,2779
100/12/21,31925104,1563040092.0,48.55,49.3,48.55,49.28,2.28,9985
100/12/22,17260445,849273785.0,49.27,49.32,48.99,49.16,-0.12,4669
100/12/23,28468548,1423512510.0,49.89,50.25,49.79,50.0,0.84,8472
100/12/26,11437678,571147240.0,50.0,50.05,49.8,49.95,-0.05,3007
100/12/27,15628151,778535955.0,49.85,50.0,49.62,49.85,-0.1,3212
100/12/28,13472332,669505147.0,49.75,49.87,49.52,49.57,-0.28,2542
100/12/29,13638499,675607611.0,49.5,49.72,49.22,49.61,0.04,3549
100/12/30,19591026,975739189.0,50.0,50.15,49.59,49.81,0.2,3238
