date,volume,money,open,high,low,close,change,num
103/12/01,21282946,1420990551.0,66.3,67.45,66.15,66.8,-0.7,2802
103/12/02,19739586,1301942354.0,66.35,66.5,65.65,65.8,-1.0,3226
103/12/03,11865879,790064887.0,65.8,67.0,65.7,66.85,1.05,2124
103/12/04,11366115,764157935.0,67.25,67.45,67.1,67.1,0.25,1658
103/12/05,4318019,288818373.0,67.1,67.1,66.75,66.85,-0.25,752
103/12/08,7633033,507940624.0,67.05,67.05,66.35,66.35,-0.5,1081
103/12/09,4620781,305751300.0,66.25,66.3,66.0,66.2,-0.15,1007
103/12/10,12851799,842081623.0,65.95,66.15,65.15,65.3,-0.9,2850
103/12/11,6920153,450492814.0,65.05,65.35,64.7,65.25,-0.05,1550
103/12/12,4477502,292348903.0,65.25,65.5,65.15,65.3,0.05,1125
103/12/15,10562481,684011527.0,64.75,65.1,64.5,65.1,-0.2,2052
103/12/16,12711030,822707015.0,64.8,65.0,64.55,64.55,-0.55,2582
103/12/17,19575407,1248997491.0,64.55,64.55,63.4,63.55,-1.0,5591
103/12/18,8593542,548577557.0,63.95,64.1,63.65,63.7,0.15,2606
103/12/19,17192608,1117404159.0,64.7,65.3,64.6,65.2,1.5,3213
103/12/22,7443958,489020278.0,65.35,66.0,65.3,66.0,0.8,2078
103/12/23,5242007,345828738.0,66.15,66.3,65.75,65.8,-0.2,1144
103/12/24,6957429,460453478.0,65.9,66.4,65.85,66.3,0.5,1629
103/12/25,4417764,292620460.0,66.35,66.4,66.15,66.3,0.0,873
103/12/26,21313397,1417849961.0,66.35,66.5,66.2,66.45,0.15,1492
103/12/27,3791680,252447892.0,66.75,66.75,66.45,66.6,0.15,1040
103/12/29,11101377,744543194.0,66.6,67.3,66.55,67.2,0.6,2757
103/12/30,8583907,575794012.0,67.15,67.45,66.85,66.85,-0.35,1438
103/12/31,7418884,495610278.0,66.8,67.0,66.6,66.85,0.0,1207
