date,volume,money,open,high,low,close,change,num
106/03/01,3107350,225726160.0,73.1,73.1,72.35,72.35,-0.8,1270
106/03/02,7057872,512240160.0,72.95,73.25,72.25,72.55,0.2,1735
106/03/03,4410226,318135638.0,72.3,72.35,72.0,72.1,-0.45,1751
106/03/06,2177363,157105795.0,72.05,72.25,72.0,72.15,0.05,882
106/03/07,2027296,146868581.0,72.25,72.6,72.25,72.45,0.3,833
106/03/08,2182147,158530106.0,72.65,72.85,72.45,72.85,0.4,842
106/03/09,3381395,243825130.0,72.6,72.6,71.95,72.05,-0.8,1599
106/03/10,5423285,389031634.0,71.95,72.05,71.55,72.0,-0.05,1558
106/03/13,2515382,182074433.0,72.15,72.5,72.15,72.5,0.5,779
106/03/14,3948353,287952737.0,72.6,73.1,72.6,73.0,0.5,1207
106/03/15,3490372,254234206.0,72.8,73.0,72.6,72.85,-0.15,1293
106/03/16,7545149,555972274.0,73.3,73.85,73.3,73.8,0.95,2754
106/03/17,5265875,389526850.0,73.85,74.1,73.75,74.0,0.2,2375
106/03/20,5073186,375539714.0,73.95,74.15,73.85,73.95,-0.05,1028
106/03/21,8511270,634988551.0,74.3,74.9,74.3,74.9,0.95,1843
106/03/22,4939975,366163705.0,74.25,74.25,74.0,74.2,-0.7,1268
106/03/23,4105955,305444615.0,74.6,74.65,74.15,74.35,0.15,687
106/03/24,3308120,245456942.0,74.35,74.4,74.1,74.25,-0.1,548
106/03/27,2474340,183601806.0,74.0,74.4,73.85,74.2,-0.05,582
106/03/28,5565534,413437983.0,74.55,74.6,73.95,74.25,0.05,1726
106/03/29,2464193,182878025.0,74.45,74.5,74.0,74.0,-0.25,551
106/03/30,2181458,161500292.0,74.0,74.25,73.9,73.9,-0.1,424
106/03/31,2008887,148377572.0,73.95,74.1,73.7,73.7,-0.2,614
