date,volume,money,open,high,low,close,change,num
101/07/02,9704279,490223065.0,50.5,50.7,50.3,50.6,0.4,2051
101/07/03,17112185,875605502.0,50.8,51.5,50.75,51.2,0.6,3842
101/07/04,9961163,513096258.0,51.45,51.75,51.25,51.4,0.2,1955
101/07/05,4998944,256906705.0,51.45,51.65,51.25,51.3,-0.1,1280
101/07/06,11019128,563639233.0,51.45,51.55,50.95,51.0,-0.3,1554
101/07/09,5879989,298939174.0,50.8,51.05,50.65,50.95,-0.05,1268
101/07/10,9034377,457488655.0,50.95,51.0,50.3,50.4,-0.55,2127
101/07/11,4163176,209729714.0,50.3,50.55,50.15,50.55,0.15,1032
101/07/12,15500042,772037145.0,50.45,50.5,49.55,49.65,-0.9,3923
101/07/13,7929169,392375980.0,49.5,49.7,49.35,49.5,-0.15,1917
101/07/16,6443204,318754192.0,49.75,49.8,49.25,49.5,0.0,1729
101/07/17,6753341,336061980.0,49.5,50.05,49.4,49.85,0.35,1513
101/07/18,8505798,420343047.0,49.8,49.8,49.18,49.2,-0.65,2579
101/07/19,7663401,383437843.0,49.7,50.3,49.66,50.2,1.0,2686
101/07/20,5701139,285440454.0,50.15,50.25,49.95,50.15,-0.05,1021
101/07/23,14881209,731893048.0,49.65,49.7,49.04,49.25,-0.9,4630
101/07/24,22240566,1089951176.0,49.2,49.2,48.89,49.12,-0.13,3652
101/07/25,16634274,812608519.0,48.82,49.21,48.51,48.86,-0.26,3469
101/07/26,8170426,400096247.0,49.33,49.33,48.78,48.94,0.08,2070
101/07/27,9753125,484417060.0,49.5,49.95,49.35,49.92,0.98,2979
101/07/30,10029446,504649636.0,50.0,50.55,50.0,50.25,0.33,2671
101/07/31,14837371,752407676.0,50.5,51.1,50.1,51.1,0.85,3749
