date,volume,money,open,high,low,close,change,num
101/09/03,7153672,379685388.0,52.7,53.25,52.7,53.15,0.4,1677
101/09/04,7304539,387906709.0,53.15,53.3,53.0,53.05,-0.1,787
101/09/05,5020171,263425938.0,52.9,52.9,52.35,52.35,-0.7,1816
101/09/06,5866731,305950489.0,52.3,52.5,51.9,52.15,-0.2,1469
101/09/07,7668229,406456587.0,53.1,53.2,52.8,52.95,0.8,1654
101/09/10,8807199,468548644.0,52.95,53.35,52.9,53.35,0.4,1494
101/09/11,8196917,437511851.0,53.35,53.5,53.25,53.3,-0.05,1189
101/09/12,21342647,1152027183.0,53.75,54.15,53.75,54.05,0.75,3689
101/09/13,11501332,623340689.0,54.2,54.3,54.05,54.15,0.1,1925
101/09/14,35619400,1967238249.0,54.8,55.6,54.8,55.5,1.35,6519
101/09/17,20149767,1120483476.0,55.5,55.8,55.35,55.6,0.1,3678
101/09/18,17291813,958882636.0,55.5,55.6,55.25,55.4,-0.2,2131
101/09/19,20680374,1148672138.0,55.45,55.75,55.35,55.65,0.25,2538
101/09/20,12362843,684405295.0,55.55,55.65,55.1,55.25,-0.4,2088
101/09/21,11670115,647385703.0,55.35,55.6,55.35,55.45,0.2,1544
101/09/24,15113535,834210593.0,55.3,55.7,54.95,55.5,0.05,1441
101/09/25,7763669,430402673.0,55.6,55.65,55.25,55.3,-0.2,1106
101/09/26,5912990,324390821.0,54.9,55.15,54.75,54.9,-0.4,1406
101/09/27,4809219,264439783.0,54.8,55.15,54.8,55.1,0.2,1134
101/09/28,4580522,252268059.0,55.25,55.35,54.8,55.15,0.05,949
