date,volume,money,open,high,low,close,change,num
105/02/01,7967600,473078587.0,59.5,59.6,59.1,59.55,0.0,2732
105/02/02,4584277,272135216.0,59.45,59.55,59.0,59.35,-0.2,1748
105/02/03,6990419,412038146.0,59.0,59.25,58.6,58.95,-0.4,2624
105/02/15,7221411,424601837.0,58.3,59.1,58.1,59.0,0.05,2176
105/02/16,17822419,1067789029.0,59.1,60.35,59.1,60.25,1.25,4926
105/02/17,12473522,750453287.0,60.4,60.5,59.95,59.95,-0.3,3478
105/02/18,16986739,1034524645.0,60.8,61.15,60.5,60.9,0.95,4462
105/02/19,11352431,690604191.0,60.8,61.05,60.6,60.85,-0.05,4864
105/02/22,11614403,710868283.0,60.85,61.6,60.55,60.8,-0.05,2553
105/02/23,4916180,299142784.0,61.0,61.15,60.7,60.85,0.05,1464
105/02/24,7764348,471747151.0,60.8,61.3,60.2,60.3,-0.55,2535
105/02/25,16933970,1033960315.0,60.6,61.35,60.5,61.1,0.8,3204
105/02/26,14513092,888888205.0,61.35,61.7,60.9,61.25,0.15,2460
