date,volume,money,open,high,low,close,change,num
 96/11/01,4745624,331079955.0,70.6,70.7,69.05,69.45,-0.75,855
 96/11/02,12894000,870347950.0,68.3,68.3,66.5,67.0,-2.45,2990
 96/11/05,8670370,575466486.0,66.3,67.1,65.6,67.1,0.1,1786
 96/11/06,5266693,353934627.0,67.0,67.55,66.8,67.5,0.4,865
 96/11/07,2241850,151397791.0,67.55,67.9,67.05,67.05,-0.45,749
 96/11/08,9935395,648889520.0,65.65,65.8,64.6,64.9,-2.15,2483
 96/11/09,9311725,606261027.0,65.0,65.55,64.7,65.35,0.45,1381
 96/11/12,19618149,1243750229.0,63.8,63.85,62.6,63.6,-1.75,3220
 96/11/13,16614517,1048592288.0,63.5,63.6,62.45,63.5,-0.1,2472
 96/11/14,6359500,412341150.0,64.95,65.0,64.6,64.7,1.2,1597
 96/11/15,4915980,316590956.0,64.4,64.75,64.15,64.25,-0.45,837
 96/11/16,10280070,646689080.0,63.05,63.3,62.5,63.05,-1.2,1902
 96/11/19,7496998,473531774.0,63.45,63.55,62.7,62.7,-0.35,937
 96/11/20,12646540,771074926.0,61.3,62.5,60.2,62.5,-0.2,2838
 96/11/21,8668347,535658341.0,62.4,62.45,61.1,61.15,-1.35,1673
 96/11/22,10856940,660624836.0,60.85,61.7,60.2,61.2,0.05,1730
 96/11/23,4885623,298013504.0,61.6,61.6,60.5,60.7,-0.5,976
 96/11/26,6320251,389442011.0,61.6,62.0,61.0,61.95,1.25,1385
 96/11/27,12135276,731130357.0,60.4,61.4,59.65,61.0,-0.95,2803
 96/11/28,4592878,279170368.0,61.3,61.3,60.3,60.3,-0.7,1295
 96/11/29,6342320,389287430.0,61.8,61.8,61.0,61.35,1.05,1465
 96/11/30,6478450,401657430.0,61.85,62.3,61.8,61.8,0.45,1313
