date,volume,money,open,high,low,close,change,num
100/09/01,35887333,1996647038.0,55.05,56.1,55.05,55.15,0.6,7452
100/09/02,14570110,801215449.0,55.15,55.3,54.65,55.15,0.0,3008
100/09/05,20965276,1125983079.0,53.95,53.95,53.4,53.6,-1.55,5621
100/09/06,25736298,1358382194.0,53.3,53.35,52.3,52.55,-1.05,7826
100/09/07,15671123,834398468.0,53.35,53.6,52.9,53.55,1.0,3503
100/09/08,14964671,805907237.0,54.0,54.15,53.45,53.7,0.15,3393
100/09/09,21152336,1147000559.0,53.55,54.75,53.55,54.15,0.45,4202
100/09/13,26540677,1405764911.0,53.6,53.75,52.55,52.65,-1.5,7669
100/09/14,40373887,2097392679.0,53.15,53.2,51.3,51.6,-1.05,10867
100/09/15,26022723,1371411369.0,52.7,53.05,52.3,52.85,1.25,5136
100/09/16,32473140,1752373946.0,53.5,54.15,53.5,54.1,1.25,7576
100/09/19,17268247,921332283.0,53.85,53.85,53.05,53.2,-0.9,3632
100/09/20,18363876,975272669.0,53.35,53.7,52.5,53.4,0.2,3904
100/09/21,9744591,521580417.0,53.4,53.95,53.0,53.6,0.2,2630
100/09/22,29986277,1562675517.0,52.6,52.6,51.85,52.1,-1.5,9539
100/09/23,64025634,3218883268.0,50.5,50.85,49.93,50.35,-1.75,18626
100/09/26,42234917,2104176241.0,50.25,50.3,49.3,49.32,-1.03,12128
100/09/27,29804690,1515167234.0,50.5,51.15,50.5,51.1,1.78,8296
100/09/28,18621269,951921671.0,51.2,51.3,50.9,51.15,0.05,4857
100/09/29,14168498,727089186.0,50.65,51.75,50.6,51.6,0.45,4286
100/09/30,11847360,610860172.0,51.45,51.9,51.25,51.65,0.05,3030
