date,volume,money,open,high,low,close,change,num
 99/07/01,12171412,598925476.0,49.55,49.55,49.01,49.19,-0.36,1673
 99/07/02,6189985,306435885.0,49.1,49.79,49.08,49.49,0.3,1237
 99/07/05,3757987,188215802.0,49.73,50.5,49.6,50.5,1.01,1160
 99/07/06,9876231,501829564.0,50.0,51.4,50.0,51.4,0.9,1664
 99/07/07,4454538,228305197.0,51.35,51.4,51.1,51.3,-0.1,968
 99/07/08,12063519,626395638.0,51.9,52.05,51.65,52.05,0.75,2120
 99/07/09,8071916,421087043.0,51.9,52.4,51.9,52.35,0.3,1379
 99/07/12,8957644,471535888.0,52.4,52.95,52.3,52.3,-0.05,1670
 99/07/13,5571002,291326247.0,52.4,52.6,52.0,52.15,-0.15,873
 99/07/14,15527125,822810995.0,52.9,53.15,52.8,53.15,1.0,2280
 99/07/15,11031463,585963845.0,52.95,53.25,52.8,53.25,0.1,1260
 99/07/16,9053830,479369990.0,53.15,53.15,52.7,52.9,-0.35,954
 99/07/19,16805234,883950631.0,52.25,52.85,52.2,52.75,-0.15,1333
 99/07/20,8231750,436781969.0,52.75,53.35,52.55,53.2,0.45,1335
 99/07/21,8043673,427477948.0,53.2,53.35,52.85,52.9,-0.3,949
 99/07/22,4262316,225261775.0,52.9,53.05,52.6,52.95,0.05,545
 99/07/23,18699497,999076702.0,53.1,53.7,53.1,53.7,0.75,2191
 99/07/26,9746755,524481346.0,53.7,53.95,53.65,53.85,0.15,1174
 99/07/27,5528824,297139847.0,53.9,53.9,53.55,53.6,-0.25,811
 99/07/28,13670939,736377612.0,53.6,54.1,53.5,54.05,0.45,1140
 99/07/29,10327345,557556880.0,53.95,54.15,53.8,54.1,0.05,1045
 99/07/30,7817682,420410866.0,53.9,54.05,53.5,53.9,-0.2,1326
