date,volume,money,open,high,low,close,change,num
 98/11/02,13105691,668419482.0,50.8,51.4,50.6,51.35,-0.3,2145
 98/11/03,4275461,218740907.0,51.35,51.4,51.0,51.0,-0.35,1146
 98/11/04,19136072,989972144.0,51.3,52.0,51.3,51.95,0.95,1658
 98/11/05,12410398,643530666.0,51.95,52.1,51.65,51.85,-0.1,1143
 98/11/06,5784141,302364067.0,52.45,52.5,52.0,52.25,0.4,1227
 98/11/09,4384516,231006134.0,52.7,52.85,52.5,52.75,0.5,1040
 98/11/10,8339003,443056202.0,53.0,53.2,53.0,53.15,0.4,1382
 98/11/11,14294970,764646079.0,53.35,53.85,52.9,53.85,0.7,2534
 98/11/12,3828651,206239098.0,53.85,54.05,53.65,53.8,-0.05,1058
 98/11/13,4730689,253689311.0,53.65,53.9,53.4,53.65,-0.15,887
 98/11/16,10796075,585729183.0,53.75,54.55,53.65,54.55,0.9,3016
 98/11/17,13161548,718053492.0,55.2,55.2,54.1,54.1,-0.45,3373
 98/11/18,5026952,272262246.0,54.2,54.35,54.0,54.15,0.05,976
 98/11/19,4578007,247778628.0,54.1,54.3,53.9,53.95,-0.2,837
 98/11/20,7053982,376218731.0,53.55,53.75,53.0,53.45,-0.5,1550
 98/11/23,2095270,111808018.0,53.4,53.45,53.2,53.4,-0.05,644
 98/11/24,5226902,279948341.0,53.5,53.65,53.45,53.65,0.25,859
 98/11/25,11858860,639948721.0,53.35,54.2,53.35,54.0,0.35,1361
 98/11/26,5997188,324098702.0,54.1,54.4,53.7,53.85,-0.15,1037
 98/11/27,17651113,929349770.0,53.05,53.1,52.2,52.2,-1.65,3894
 98/11/30,6158220,324481621.0,52.55,52.85,52.55,52.7,0.5,1340
