date,volume,money,open,high,low,close,change,num
101/04/02,4412958,241356540.0,54.9,54.9,54.5,54.7,-0.2,893
101/04/03,9361989,509304232.0,54.85,54.9,54.1,54.25,-0.45,1851
101/04/05,14638663,781567154.0,53.45,53.8,53.05,53.65,-0.6,2882
101/04/06,15954729,856067866.0,53.6,53.85,53.4,53.75,0.1,2175
101/04/09,18841697,1001375939.0,53.0,53.5,52.7,53.1,-0.65,2422
101/04/10,6629891,353297656.0,53.55,53.6,52.9,53.1,0.0,1393
101/04/11,12285576,652939304.0,52.7,53.45,52.7,53.3,0.2,1502
101/04/12,9449544,502034848.0,53.05,53.4,52.85,53.35,0.05,1141
101/04/13,8534831,459862540.0,53.8,54.05,53.65,53.95,0.6,1702
101/04/16,5518938,296281102.0,53.45,53.8,53.45,53.8,-0.15,1055
101/04/17,21792243,1160267792.0,53.9,53.9,52.9,52.9,-0.9,2871
101/04/18,11436286,607456858.0,53.5,53.5,52.95,53.0,0.1,1335
101/04/19,9678682,511701826.0,53.05,53.2,52.5,53.05,0.05,1843
101/04/20,15623013,820874795.0,52.9,52.95,52.3,52.35,-0.7,2520
101/04/23,18551636,966264010.0,52.3,52.4,51.85,52.3,-0.05,2461
101/04/24,6802543,355503105.0,52.25,52.65,52.05,52.4,0.1,1157
101/04/25,3254707,171342949.0,52.6,52.8,52.45,52.7,0.3,823
101/04/26,5918302,310769467.0,52.8,52.85,52.2,52.3,-0.4,1176
101/04/27,12943419,678336494.0,52.6,53.05,52.1,52.2,-0.1,1786
101/04/30,12293303,637993243.0,52.1,52.1,51.65,52.05,-0.15,1652
