date,volume,money,open,high,low,close,change,num
103/03/03,8020935,463398140.0,57.8,58.15,57.5,57.95,-0.35,1774
103/03/04,6185686,357739238.0,57.9,58.0,57.7,57.7,-0.25,1815
103/03/05,6901618,402695756.0,58.2,58.45,58.2,58.3,0.6,2290
103/03/06,26226639,1543672801.0,58.35,59.2,58.35,59.15,0.85,5539
103/03/07,30394804,1808621977.0,59.3,59.8,59.3,59.4,0.25,4273
103/03/10,7930817,468535003.0,59.3,59.4,58.95,59.05,-0.35,2428
103/03/11,4967719,294581577.0,59.25,59.45,59.15,59.35,0.3,939
103/03/12,2671739,157215101.0,58.85,59.0,58.75,58.8,-0.55,780
103/03/13,25692825,1533321519.0,59.25,59.8,59.25,59.75,0.95,5067
103/03/14,13449615,796078253.0,59.15,59.3,59.1,59.15,-0.6,2387
103/03/17,8983182,529913736.0,59.15,59.2,58.9,59.05,-0.1,1192
103/03/18,14863279,882016725.0,59.4,59.5,59.2,59.4,0.35,1425
103/03/19,9855394,583117233.0,59.4,59.45,58.95,59.25,-0.15,1261
103/03/20,18482909,1079233363.0,58.7,58.7,58.3,58.5,-0.75,3326
103/03/21,4142984,242514600.0,58.65,58.65,58.4,58.5,0.0,1093
103/03/24,11346270,663112880.0,58.45,58.65,58.25,58.65,0.15,1385
103/03/25,4915027,289304520.0,58.5,59.15,58.5,59.15,0.5,1386
103/03/26,9980170,594390452.0,59.45,59.7,59.35,59.7,0.55,1903
103/03/27,11258157,671284506.0,59.5,59.85,59.45,59.8,0.1,1447
103/03/28,20164890,1208961939.0,59.85,60.1,59.8,59.9,0.1,2586
103/03/31,17186901,1032021422.0,60.05,60.15,59.9,60.1,0.2,2088
