date,volume,money,open,high,low,close,change,num
106/11/01,1313748,111897404.0,85.35,85.4,84.95,85.1,-0.1,430
106/11/02,1562537,132638338.0,84.95,85.05,84.7,84.8,-0.3,479
106/11/03,1455869,123451696.0,84.95,85.05,84.6,84.7,-0.1,483
106/11/06,1573301,133589185.0,85.2,85.3,84.6,84.85,0.15,749
106/11/07,2211471,188228636.0,85.0,85.3,84.85,85.3,0.45,827
106/11/08,809880,68867950.0,85.2,85.2,84.95,84.95,-0.35,399
106/11/09,1258299,106726777.0,84.95,85.05,84.4,84.4,-0.55,562
106/11/10,923206,77817461.0,84.3,84.55,83.95,84.55,0.15,552
106/11/13,979282,82529190.0,84.25,84.4,84.2,84.3,-0.25,552
106/11/14,1015799,85431374.0,84.3,84.3,83.95,84.15,-0.15,620
106/11/15,6270191,523327685.0,83.8,83.85,83.15,83.3,-0.85,2923
106/11/16,2176812,181765196.0,83.3,83.75,83.2,83.6,0.3,1253
106/11/17,7196119,606871857.0,84.3,84.45,84.15,84.35,0.75,1336
106/11/20,2301024,193525979.0,84.4,84.45,83.9,84.0,-0.35,1105
106/11/21,4469688,376042144.0,83.9,84.8,83.9,84.75,0.75,1019
106/11/22,4913723,419446227.0,85.15,85.6,84.9,85.15,0.4,1676
106/11/23,1552051,132161764.0,85.15,85.35,84.95,85.2,0.05,597
106/11/24,1068534,91012427.0,85.25,85.3,84.95,85.15,-0.05,530
106/11/27,2127304,179561728.0,85.15,85.15,84.1,84.15,-1.0,899
106/11/28,2007123,167971263.0,83.95,84.0,83.5,83.6,-0.55,1014
106/11/29,1381859,115678483.0,83.65,83.95,83.55,83.7,0.1,559
106/11/30,8038492,663634455.0,83.0,83.0,82.25,82.25,-1.45,2887
