date,volume,money,open,high,low,close,change,num
 95/02/03,3852000,199838450.0,51.8,52.3,51.55,51.6,0.25,497
 95/02/06,8421000,436190600.0,51.55,53.0,51.45,52.35,0.75,512
 95/02/07,8037000,425289150.0,52.6,53.15,52.6,53.0,0.65,601
 95/02/08,1847000,96927250.0,52.6,52.9,52.15,52.3,-0.7,243
 95/02/09,2717800,142607402.0,52.5,52.75,52.2,52.2,-0.1,279
 95/02/10,2456000,127912600.0,52.3,52.4,51.9,52.1,-0.1,265
 95/02/13,3806000,198296200.0,52.1,52.3,51.75,52.0,-0.1,246
 95/02/14,3889000,202589500.0,51.75,52.25,51.6,52.25,0.25,188
 95/02/15,6464002,339013304.0,52.3,52.6,52.05,52.05,-0.2,254
 95/02/16,10880000,574065800.0,52.15,53.05,52.15,53.05,1.0,634
 95/02/17,2926000,154983450.0,53.15,53.2,52.7,52.95,-0.1,202
 95/02/20,1346000,71043250.0,52.5,53.0,52.45,52.9,-0.05,189
 95/02/21,1722000,91295050.0,53.2,53.3,52.75,52.8,-0.1,145
 95/02/22,4011000,209398750.0,52.8,52.8,51.75,52.1,-0.7,376
 95/02/23,3109000,161166350.0,52.1,52.15,51.6,51.7,-0.4,305
 95/02/24,1177200,61068028.0,51.7,52.1,51.7,52.05,0.35,265
 95/02/27,1763000,92121700.0,52.0,52.45,51.8,52.4,0.35,224
