date,volume,money,open,high,low,close,change,num
 93/01/02,16325000,762618140.0,46.14,47.3,45.92,47.3,1.38,1225
 93/01/05,10376000,494647630.0,47.3,47.84,47.3,47.8,0.5,1131
 93/01/06,7741000,370554660.0,48.0,48.1,47.7,47.8,0.0,657
 93/01/07,6398000,307702800.0,47.95,48.44,47.8,47.8,0.0,829
 93/01/08,3477000,166880800.0,47.9,48.18,47.8,48.08,0.28,663
 93/01/09,7688000,372834230.0,48.4,48.74,48.38,48.41,0.33,840
 93/01/12,6977000,338062480.0,48.41,48.59,48.3,48.53,0.12,519
 93/01/13,5508000,267291720.0,48.7,48.7,48.21,48.48,-0.05,511
 93/01/14,7776000,380269200.0,48.3,49.11,48.23,48.95,0.47,758
 93/01/15,3971000,194096980.0,49.0,49.0,48.72,48.94,-0.01,455
 93/01/16,5598000,274259950.0,49.0,49.19,48.8,48.9,-0.04,594
 93/01/27,6713000,330976320.0,49.5,49.51,49.1,49.11,0.21,756
 93/01/28,16573000,812564630.0,49.1,49.2,48.91,49.03,-0.08,810
 93/01/29,11158000,542216080.0,48.9,48.9,48.46,48.6,-0.43,739
 93/01/30,4238000,205878500.0,48.6,48.62,48.5,48.52,-0.08,373
