date,volume,money,open,high,low,close,change,num
102/10/01,15431775,882515976.0,57.0,57.3,57.0,57.15,0.0,1054
102/10/02,11303711,648114852.0,57.5,57.5,57.25,57.35,0.2,644
102/10/03,23774643,1387027242.0,57.5,58.8,57.45,58.55,1.2,4248
102/10/04,16689318,974553372.0,58.5,58.55,58.25,58.45,-0.1,2365
102/10/07,4869744,282120552.0,58.15,58.15,57.85,57.9,-0.55,1346
102/10/08,9440826,549339920.0,57.85,58.45,57.8,58.35,0.45,1454
102/10/09,6006272,349660364.0,58.1,58.35,58.0,58.2,-0.15,1473
102/10/11,9045228,530474251.0,58.85,58.95,58.4,58.45,0.25,2197
102/10/14,6623978,385079299.0,58.4,58.4,57.95,58.0,-0.45,1463
102/10/15,8042634,470229772.0,58.45,58.6,58.3,58.5,0.5,2213
102/10/16,7029103,410205350.0,58.45,58.6,58.25,58.25,-0.25,1844
102/10/17,5062547,296652655.0,58.65,58.85,58.45,58.55,0.3,1332
102/10/18,14818570,872614980.0,58.65,59.1,58.65,59.05,0.5,3248
102/10/21,6552193,386605237.0,59.05,59.15,58.85,59.0,-0.05,1722
102/10/22,7199462,424384758.0,58.8,59.1,58.6,59.0,0.0,1907
102/10/23,8639415,508499416.0,59.1,59.1,58.6,58.7,-0.3,1854
102/10/24,7935549,455537474.0,57.7,57.7,57.15,57.55,0.0,2173
102/10/25,11177175,638101042.0,57.35,57.35,56.85,57.1,-0.45,3667
102/10/28,6936708,398366820.0,57.15,57.65,57.1,57.5,0.4,1736
102/10/29,5790985,333532119.0,57.45,57.8,57.3,57.75,0.25,1313
102/10/30,4375748,252901791.0,57.8,57.9,57.65,57.9,0.15,1240
102/10/31,6045775,349993250.0,57.85,58.05,57.6,57.9,0.0,1492
