date,volume,money,open,high,low,close,change,num
 95/11/01,1321156,70377294.0,53.3,53.4,53.2,53.25,-0.15,231
 95/11/02,2303000,122778700.0,53.15,53.6,52.9,53.5,0.25,394
 95/11/03,3075000,165867100.0,53.5,54.45,53.4,54.45,0.95,668
 95/11/06,4957100,266311650.0,53.45,54.1,53.2,53.9,-0.55,755
 95/11/07,1667200,90596310.0,54.4,54.5,54.15,54.3,0.4,470
 95/11/08,1180050,63910640.0,54.35,54.35,54.05,54.15,-0.15,330
 95/11/09,5036125,272444455.0,54.2,54.4,53.7,53.95,-0.2,477
 95/11/10,1977500,106180499.0,53.55,54.0,53.5,54.0,0.05,307
 95/11/13,1870160,100304790.0,53.95,54.0,53.5,53.6,-0.4,336
 95/11/14,1499124,80834170.0,53.95,54.05,53.65,54.05,0.45,319
 95/11/15,2047400,111055599.0,54.35,54.4,54.15,54.25,0.2,271
 95/11/16,3026000,164421300.0,54.4,54.5,54.15,54.4,0.15,328
 95/11/17,861000,46801550.0,54.5,54.5,54.25,54.4,0.0,229
 95/11/20,1357000,73330950.0,54.4,54.4,53.75,53.9,-0.5,279
 95/11/21,3634000,197694300.0,54.1,54.9,54.1,54.75,0.85,529
 95/11/22,2751000,151074300.0,54.8,55.2,54.75,55.1,0.35,393
 95/11/23,2455000,135723200.0,55.15,55.6,55.05,55.25,0.15,461
 95/11/24,878000,48581500.0,55.25,55.55,55.05,55.55,0.3,231
 95/11/27,1848200,103305060.0,55.9,56.1,55.7,55.85,0.3,298
 95/11/28,1194133,66433741.0,55.5,55.8,55.5,55.65,-0.2,329
 95/11/29,2591000,144232900.0,55.65,56.05,55.35,55.75,0.1,368
 95/11/30,1371000,76972150.0,55.95,56.3,55.9,56.3,0.55,301
