date,volume,money,open,high,low,close,change,num
 95/07/03,6957000,369565300.0,53.2,53.3,53.0,53.05,-0.05,489
 95/07/04,5055000,269744500.0,53.15,53.55,53.1,53.35,0.3,666
 95/07/05,3786000,200062450.0,53.05,53.15,52.5,52.7,-0.65,495
 95/07/06,9631000,504156600.0,52.5,52.6,52.15,52.6,-0.1,766
 95/07/07,2733000,143226200.0,52.4,52.7,52.2,52.3,-0.3,294
 95/07/10,2253000,118241700.0,52.0,53.1,51.9,53.1,0.8,423
 95/07/11,1683000,88822400.0,52.9,53.05,52.5,52.7,-0.4,276
 95/07/12,4522000,239304450.0,52.85,53.3,52.1,52.5,-0.2,627
 95/07/13,6348000,331008500.0,52.1,52.35,52.0,52.1,-0.4,547
 95/07/14,15703010,800612858.0,51.3,51.3,50.65,50.8,-1.3,1447
 95/07/17,8296000,413605540.0,50.55,50.6,49.3,49.63,-1.17,1449
 95/07/18,4651000,231627110.0,49.8,49.97,49.63,49.97,0.34,660
 95/07/19,6137000,307319080.0,49.98,50.3,49.8,49.99,0.02,832
 95/07/20,5327000,272155050.0,50.9,51.35,50.75,51.35,1.36,824
 95/07/21,5875000,298734900.0,50.8,51.2,50.6,51.2,-0.15,533
 95/07/24,4794000,240872800.0,50.2,50.65,50.05,50.6,-0.6,621
 95/07/25,3056010,156001760.0,51.2,51.2,50.85,50.85,0.25,467
 95/07/26,2655000,135051100.0,50.8,51.05,50.65,50.9,0.05,252
 95/07/27,3749000,192045800.0,51.0,51.6,50.85,51.6,0.7,552
 95/07/28,4696000,242125550.0,51.5,51.75,51.35,51.55,-0.05,533
 95/07/31,5535000,286416950.0,52.0,52.05,51.2,51.4,-0.15,713
