date,volume,money,open,high,low,close,change,num
 98/10/01,10650749,572879549.0,53.8,54.15,53.3,53.65,0.35,1557
 98/10/02,10643988,563040095.0,52.8,53.1,52.6,52.7,-0.95,2008
 98/10/05,7132816,374735599.0,52.7,52.9,52.25,52.65,-0.05,1236
 98/10/06,10299486,549159293.0,52.65,53.65,52.65,53.6,0.95,1947
 98/10/07,8169365,439363310.0,53.9,54.0,53.55,53.9,0.3,1444
 98/10/08,7843212,419634738.0,53.9,54.0,53.0,53.05,-0.85,1598
 98/10/09,4739377,252935855.0,53.3,53.6,53.05,53.35,0.3,1045
 98/10/12,5733166,306040573.0,53.5,53.8,53.0,53.6,0.25,901
 98/10/13,14658668,781240132.0,52.9,53.8,52.8,53.7,0.1,1522
 98/10/14,14213944,770045493.0,53.85,54.45,53.8,54.35,0.65,2078
 98/10/15,12930481,709154854.0,54.95,55.05,54.5,54.65,0.3,2320
 98/10/16,8121474,443340710.0,54.65,54.8,54.45,54.65,0.0,1076
 98/10/19,7933071,433151479.0,54.15,54.85,54.15,54.85,0.2,1142
 98/10/20,8715743,479080382.0,54.95,55.15,54.8,54.9,0.05,1147
 98/10/21,7140476,389352729.0,54.8,54.9,54.25,54.5,-0.4,1073
 98/10/22,14021949,753821146.0,54.2,54.4,53.5,53.7,-0.8,2400
 98/10/23,10271675,546041054.0,53.2,53.35,52.95,53.25,0.0,1242
 98/10/26,6422423,345172668.0,53.65,53.95,53.3,53.5,0.25,1190
 98/10/27,6731658,356978949.0,53.15,53.4,52.75,53.4,-0.1,1482
 98/10/28,9129825,482601925.0,53.1,53.4,52.45,52.55,-0.85,2015
 98/10/29,22847985,1173142795.0,51.8,51.85,50.6,51.55,-1.0,4954
 98/10/30,12799020,662065068.0,51.75,52.0,51.55,51.65,0.1,1916
