date,volume,money,open,high,low,close,change,num
 99/06/01,5340983,266323650.0,50.0,50.2,49.6,49.83,-0.27,1366
 99/06/02,8608494,425075982.0,49.52,49.83,48.8,49.05,-0.78,1985
 99/06/03,5437137,272097302.0,49.8,50.2,49.75,50.2,1.15,1512
 99/06/04,3336979,166897096.0,50.2,50.2,49.94,50.05,-0.15,613
 99/06/07,15955142,773811848.0,48.85,48.85,48.3,48.74,-1.31,3896
 99/06/08,6856351,332880063.0,48.7,48.7,48.31,48.56,-0.18,1739
 99/06/09,7602297,366848778.0,48.5,48.65,47.95,48.18,-0.38,2345
 99/06/10,5685546,275853354.0,48.18,48.89,48.18,48.85,0.67,1462
 99/06/11,5728310,284381414.0,49.69,49.76,49.46,49.62,0.77,1817
 99/06/14,5855818,294057725.0,50.2,50.4,50.05,50.35,0.73,1489
 99/06/15,7668725,387384443.0,50.35,51.1,50.15,50.7,0.35,1564
 99/06/17,5964793,304638509.0,51.1,51.25,50.85,51.05,0.35,1361
 99/06/18,3037985,154626975.0,51.05,51.15,50.65,50.9,-0.15,874
 99/06/21,15785339,818409028.0,51.5,52.0,51.35,52.0,1.1,2329
 99/06/22,5261509,272219434.0,51.9,51.9,51.65,51.7,-0.3,794
 99/06/23,7660178,392740924.0,51.35,51.5,51.05,51.15,-0.55,948
 99/06/24,5788482,296866719.0,51.15,51.4,51.1,51.3,0.15,683
 99/06/25,6622506,335766695.0,50.75,51.0,50.5,50.6,-0.7,1417
 99/06/28,3671696,186573946.0,50.7,50.95,50.6,50.8,0.2,528
 99/06/29,11618887,591997338.0,51.0,51.45,50.4,50.5,-0.3,1417
 99/06/30,13175754,651633382.0,49.55,49.69,49.28,49.55,-0.95,2103
