date,volume,money,open,high,low,close,change,num
105/03/01,17236846,1063544724.0,61.25,61.95,61.1,61.85,0.6,3170
105/03/02,22870541,1429351890.0,62.35,62.75,62.25,62.35,0.5,4450
105/03/03,32602730,2049950175.0,62.35,63.3,62.35,62.95,0.6,4358
105/03/04,24050775,1516905064.0,62.9,63.3,62.75,63.1,0.15,3237
105/03/07,21497714,1360686374.0,63.2,63.7,62.9,63.1,0.0,3147
105/03/08,13634860,856574187.0,63.0,63.1,62.5,63.05,-0.05,2384
105/03/09,8097374,509283704.0,63.05,63.15,62.65,63.1,0.05,2074
105/03/10,21352778,1350247727.0,63.05,63.4,62.85,63.25,0.15,2018
105/03/11,22682346,1438882479.0,63.2,63.75,63.05,63.55,0.3,2712
105/03/14,25831819,1656759416.0,64.0,64.25,63.95,64.0,0.45,5390
105/03/15,18905608,1202923134.0,64.0,64.1,63.0,63.05,-0.95,5012
105/03/16,36277393,2306691168.0,63.35,63.75,63.35,63.6,0.55,3399
105/03/17,20031419,1293323925.0,64.55,64.9,64.05,64.3,0.7,4479
105/03/18,31120204,2012043642.0,64.4,64.85,64.3,64.7,0.4,3630
105/03/21,6056792,391100684.0,64.9,65.05,64.2,64.6,-0.1,1337
105/03/22,8180504,524896358.0,64.35,64.55,63.85,64.4,-0.2,1809
105/03/23,11996985,773806611.0,64.4,64.85,64.25,64.35,-0.05,2241
105/03/24,8530772,547517642.0,64.25,64.5,63.7,64.35,0.0,1364
105/03/25,3814633,244659326.0,64.5,64.5,63.95,64.05,-0.3,1093
105/03/28,7346998,471125135.0,64.05,64.4,63.8,64.1,0.05,1372
105/03/29,10741646,685826209.0,64.0,64.3,63.5,63.65,-0.45,1828
105/03/30,29118588,1881582104.0,64.05,64.9,64.0,64.7,1.05,3940
105/03/31,16046959,1040188630.0,65.1,65.4,64.45,64.65,-0.05,4899
