date,volume,money,open,high,low,close,change,num
100/03/01,8004474,478921341.0,59.7,60.05,59.5,59.95,0.45,1312
100/03/02,22951405,1369550526.0,59.45,59.9,59.4,59.45,-0.5,2063
100/03/03,28035273,1677337723.0,59.55,60.3,59.5,60.2,0.75,2050
100/03/04,12108845,733065374.0,60.5,60.7,60.4,60.65,0.45,1684
100/03/07,14594851,877235791.0,60.5,60.5,60.0,60.2,-0.45,1036
100/03/08,2590968,156203008.0,60.05,60.4,60.05,60.25,0.05,497
100/03/09,11164223,672707820.0,60.55,60.65,60.0,60.2,-0.05,1133
100/03/10,8147795,485401841.0,60.15,60.25,59.3,59.5,-0.7,1786
100/03/11,22485249,1319229731.0,59.05,59.05,58.4,58.85,-0.65,3609
100/03/14,28008968,1633885762.0,58.6,58.9,57.65,58.8,-0.05,3148
100/03/15,62123047,3543816348.0,58.7,58.7,55.6,57.5,-1.3,9032
100/03/16,20893632,1202366209.0,58.0,58.05,57.25,57.3,-0.2,3615
100/03/17,20325995,1156134694.0,56.8,57.3,56.5,57.3,0.0,2690
100/03/18,13046311,751747841.0,57.7,57.8,57.35,57.75,0.45,1849
100/03/21,18789367,1093702948.0,57.9,58.5,57.8,58.1,0.35,2210
100/03/22,17030126,996809815.0,58.5,58.7,58.35,58.4,0.3,2310
100/03/23,13061205,763909130.0,58.4,58.65,58.15,58.5,0.1,1335
100/03/24,13112684,771549906.0,58.85,59.0,58.55,58.75,0.25,1355
100/03/25,12811822,759378107.0,59.05,59.65,59.05,59.35,0.6,2377
100/03/28,6845004,404102382.0,59.25,59.3,58.85,59.15,-0.2,991
100/03/29,5977627,353260287.0,58.9,59.3,58.75,59.25,0.1,1010
100/03/30,11142321,663979425.0,59.4,59.8,59.25,59.6,0.35,1406
100/03/31,8065305,479324432.0,59.5,59.7,59.1,59.55,-0.05,932
