date,volume,money,open,high,low,close,change,num
103/05/02,7646838,469116738.0,61.15,61.65,61.15,61.3,0.3,844
103/05/05,6845893,419278572.0,61.55,61.6,61.0,61.2,-0.1,704
103/05/06,10313513,632333847.0,61.5,61.75,61.1,61.55,0.35,1010
103/05/07,7877926,483709781.0,61.5,61.6,61.2,61.4,-0.15,581
103/05/08,3831478,236336647.0,61.6,61.85,61.4,61.85,0.45,1143
103/05/09,3932389,242254650.0,61.7,61.85,61.45,61.45,-0.4,955
103/05/12,3933661,240843294.0,61.5,61.5,61.1,61.15,-0.3,820
103/05/13,5610714,345231830.0,61.6,61.75,61.35,61.45,0.3,690
103/05/14,10739563,662001739.0,61.6,61.8,61.45,61.8,0.35,774
103/05/15,8903574,549372988.0,61.75,61.85,61.55,61.75,-0.05,756
103/05/16,9138648,563132512.0,61.65,61.85,61.4,61.85,0.1,784
103/05/19,7165881,443514372.0,61.85,62.0,61.8,61.85,0.0,768
103/05/20,9946886,617828250.0,61.9,62.3,61.9,62.1,0.25,1113
103/05/21,6524205,404622181.0,62.0,62.2,61.75,61.8,-0.3,747
103/05/22,14665439,914426214.0,62.0,62.65,61.95,62.65,0.85,1617
103/05/23,13448718,843990036.0,62.85,62.9,62.65,62.75,0.1,935
103/05/26,8643880,544729767.0,62.85,63.1,62.85,63.05,0.3,1125
103/05/27,8034252,506976535.0,63.05,63.2,62.95,63.1,0.05,946
103/05/28,11647085,739627943.0,63.15,63.8,63.15,63.7,0.6,1820
103/05/29,9544840,606469579.0,63.7,63.7,63.4,63.4,-0.3,1696
103/05/30,6715690,424930735.0,63.4,63.45,63.1,63.1,-0.3,887
