date,volume,money,open,high,low,close,change,num
 96/01/02,4907000,285899200.0,57.8,58.5,57.75,58.45,0.7,543
 96/01/03,6811000,399769200.0,58.55,58.95,58.45,58.7,0.25,558
 96/01/04,8554000,501661350.0,58.55,58.85,58.4,58.65,-0.05,511
 96/01/05,8675000,502791200.0,58.5,58.6,57.7,57.9,-0.75,727
 96/01/08,5904440,337193430.0,57.2,57.3,56.8,57.05,-0.85,767
 96/01/09,7785200,445811100.0,57.05,57.5,57.0,57.3,0.25,540
 96/01/10,11543000,652871300.0,56.95,56.95,56.35,56.5,-0.8,870
 96/01/11,7733200,437656340.0,57.1,57.1,56.15,56.25,-0.25,642
 96/01/12,8203020,469822924.0,56.7,57.6,56.7,57.5,1.25,803
 96/01/15,3373000,194347100.0,57.6,57.95,57.4,57.9,0.4,420
 96/01/16,4659000,269934950.0,57.85,58.05,57.55,57.55,-0.35,438
 96/01/17,3575000,206355650.0,57.5,58.05,57.2,58.0,0.45,459
 96/01/18,10224000,594754800.0,58.0,58.4,57.85,58.4,0.4,662
 96/01/19,8632170,501360416.0,58.0,58.25,57.95,58.0,-0.4,387
 96/01/22,2587000,148834150.0,57.7,58.0,57.35,57.85,-0.15,343
 96/01/23,5278100,304584000.0,57.65,57.85,57.55,57.75,-0.1,223
 96/01/24,3868000,226287350.0,58.45,58.65,58.4,58.6,0.85,517
 96/01/25,7077000,415613050.0,58.8,58.9,58.55,58.75,0.15,520
 96/01/26,3841000,221371050.0,58.0,58.2,57.3,57.7,-1.05,678
 96/01/29,3340000,191060250.0,57.7,57.7,57.0,57.15,-0.55,586
 96/01/30,2603000,148592950.0,57.2,57.2,56.9,57.15,0.0,346
 96/01/31,4278000,242372250.0,57.15,57.2,56.2,56.7,-0.45,748
