date,volume,money,open,high,low,close,change,num
106/08/01,2642390,216364087.0,82.15,82.15,81.55,81.8,0.45,732
106/08/02,5045458,415944445.0,82.0,82.65,82.0,82.5,0.7,1221
106/08/03,4029108,330913722.0,81.85,82.35,81.7,82.2,-0.3,827
106/08/04,1143998,94089503.0,82.15,82.35,82.05,82.35,0.15,427
106/08/07,4108819,340304464.0,82.45,83.0,82.45,82.95,0.6,1251
106/08/08,2985746,247502919.0,83.05,83.25,82.55,82.9,-0.05,728
106/08/09,3122228,256746634.0,82.55,82.6,82.05,82.15,-0.75,1325
106/08/10,3168994,258728506.0,82.35,82.45,81.35,81.6,-0.55,1480
106/08/11,2747290,222731207.0,80.85,81.35,80.75,81.25,-0.35,1267
106/08/14,2245412,182056872.0,81.45,81.6,80.75,80.75,-0.5,1259
106/08/15,2708861,220017887.0,81.3,81.5,80.95,81.3,0.55,1240
106/08/16,6282836,507696840.0,81.15,81.25,80.6,81.0,-0.3,3347
106/08/17,1968802,160481161.0,81.25,81.7,81.15,81.65,0.65,1359
106/08/18,2315643,187445943.0,81.0,81.15,80.65,81.15,-0.5,1477
106/08/21,2050279,166059249.0,81.05,81.2,80.75,81.05,-0.1,1214
106/08/22,3986645,326026244.0,81.45,81.9,81.45,81.85,0.8,1808
106/08/23,5504507,451486956.0,82.0,82.25,81.75,81.75,-0.1,1548
106/08/24,3487871,287289732.0,81.85,82.55,81.85,82.55,0.8,1621
106/08/25,2614758,216110040.0,82.65,82.75,82.4,82.7,0.15,1497
106/08/28,2773226,229032672.0,82.7,82.8,82.4,82.55,-0.15,1625
106/08/29,1228682,100988135.0,82.25,82.4,81.95,82.3,-0.25,758
106/08/30,4119943,340949183.0,82.65,82.9,82.6,82.7,0.4,1574
106/08/31,3284317,272401261.0,83.15,83.15,82.7,82.95,0.25,863
