date,volume,money,open,high,low,close,change,num
102/06/03,6538988,369199492.0,56.45,56.75,56.25,56.7,-0.25,1775
102/06/04,4243204,239911728.0,56.7,56.8,56.35,56.6,-0.1,965
102/06/05,3459608,195736906.0,56.55,56.75,56.35,56.6,0.0,829
102/06/06,15077276,843973096.0,56.2,56.3,55.75,55.9,-0.7,3594
102/06/07,9058196,507189027.0,55.95,56.15,55.9,56.05,0.15,1488
102/06/10,3505343,198281891.0,56.55,56.7,56.4,56.5,0.45,1192
102/06/11,4689065,264735617.0,56.55,56.65,56.25,56.35,-0.15,997
102/06/13,33023834,1823370059.0,55.9,55.9,55.0,55.0,-1.35,6985
102/06/14,18099232,994221942.0,55.15,55.15,54.7,54.8,-0.2,3768
102/06/17,5347377,294417027.0,54.85,55.15,54.8,55.15,0.35,1799
102/06/18,8771556,483236999.0,55.15,55.4,54.85,55.4,0.25,1967
102/06/19,6076740,336207455.0,55.5,55.5,55.15,55.3,-0.1,1057
102/06/20,25487892,1389253031.0,55.0,55.0,54.2,54.25,-1.05,6014
102/06/21,34639623,1853783057.0,54.1,54.1,53.25,53.6,-0.65,8449
102/06/24,21260360,1132613599.0,53.4,53.5,53.1,53.4,-0.2,5098
102/06/25,19437447,1034612098.0,53.3,53.7,52.95,53.0,-0.4,4591
102/06/26,9915925,531376780.0,53.6,53.8,53.3,53.7,0.7,3696
102/06/27,22275200,1205472258.0,54.05,54.35,53.9,54.35,0.65,3704
102/06/28,13714432,751100239.0,54.4,55.1,54.3,55.1,0.75,3458
