date,volume,money,open,high,low,close,change,num
 95/06/01,2504000,133589950.0,53.25,53.6,53.15,53.4,0.0,421
 95/06/02,4501000,242062800.0,53.6,54.3,53.45,54.3,0.9,646
 95/06/05,6797000,362530700.0,54.3,54.3,52.3,52.45,-1.85,1062
 95/06/06,12300000,642945200.0,52.25,52.9,52.0,52.9,0.45,881
 95/06/07,7289000,379690550.0,52.6,52.6,51.8,51.85,-1.05,880
 95/06/08,22418000,1136549760.0,51.5,51.5,49.8,49.99,-1.86,1797
 95/06/09,14286000,713800440.0,50.0,50.8,49.4,50.8,0.81,1547
 95/06/12,7178000,359449410.0,50.35,50.7,49.7,50.7,-0.1,846
 95/06/13,8531000,424043120.0,50.2,50.2,49.41,49.6,-1.1,1009
 95/06/14,5589000,281940380.0,49.65,51.1,49.65,51.1,1.5,973
 95/06/15,6833000,347252650.0,51.45,51.45,50.4,50.8,-0.3,832
 95/06/16,9818000,510906300.0,51.95,52.35,51.75,51.9,1.1,1191
 95/06/19,4308000,223199600.0,51.9,52.1,51.6,51.85,-0.05,460
 95/06/20,11027000,559565630.0,51.8,51.8,49.9,50.45,-1.4,1396
 95/06/21,5953000,300110350.0,50.4,50.8,50.1,50.2,-0.25,727
 95/06/22,17118000,882501850.0,50.95,51.75,50.8,51.65,1.45,998
 95/06/23,9694000,493364650.0,51.3,51.4,50.65,51.15,-0.5,835
 95/06/26,6504000,335465900.0,51.45,52.1,51.25,51.8,0.65,725
 95/06/27,7715000,402516600.0,51.75,52.5,51.6,51.85,0.05,937
 95/06/28,4515000,231728750.0,51.35,51.55,51.05,51.55,-0.3,606
 95/06/29,4697000,244473000.0,51.75,52.2,51.75,52.2,0.65,550
 95/06/30,9702000,514522050.0,53.15,53.2,52.85,53.1,0.9,1016
