date,volume,money,open,high,low,close,change,num
 96/09/03,4281652,281038368.0,65.6,65.9,65.3,65.8,0.2,732
 96/09/04,3522500,231021550.0,65.9,65.95,65.05,65.7,-0.1,579
 96/09/05,2394200,157300849.0,65.95,65.95,65.0,65.0,-0.7,466
 96/09/06,3302500,215997548.0,64.5,65.9,64.5,65.9,0.9,690
 96/09/07,3671000,242912250.0,66.05,66.4,65.75,65.9,0.0,646
 96/09/10,2507120,162855070.0,64.5,65.6,64.5,65.4,-0.5,600
 96/09/11,1308000,85801900.0,65.2,65.9,65.2,65.85,0.45,317
 96/09/12,3422000,225647450.0,66.15,66.3,65.65,65.65,-0.2,432
 96/09/13,1453393,94998659.0,65.75,65.85,65.0,65.1,-0.55,336
 96/09/14,5061509,333661951.0,65.75,66.25,65.45,66.25,1.15,644
 96/09/17,3149030,205739986.0,66.2,66.2,64.8,65.25,-1.0,601
 96/09/19,4068030,268864618.0,66.45,66.5,65.35,65.6,0.35,764
 96/09/20,6822084,453308560.0,66.0,67.0,65.8,66.0,0.4,1075
 96/09/21,2933310,195534320.0,66.4,66.9,66.2,66.9,0.9,585
 96/09/26,6204420,419629510.0,66.95,68.05,66.95,67.95,1.05,1106
 96/09/27,5313180,363365842.0,68.2,68.95,68.0,68.9,0.95,843
 96/09/28,8971464,620087648.0,68.95,69.5,68.85,69.05,0.15,977
 96/09/29,2774010,192054738.0,69.1,69.4,69.0,69.35,0.3,470
