date,volume,money,open,high,low,close,change,num
106/06/01,2221692,170334430.0,76.5,76.9,76.5,76.9,0.4,782
106/06/02,3540934,273287776.0,77.3,77.3,77.05,77.2,0.3,733
106/06/03,2052295,158709516.0,77.25,77.4,77.25,77.4,0.2,541
106/06/05,3281752,254540406.0,77.35,78.0,77.25,78.0,0.6,849
106/06/06,1203007,93684346.0,77.95,77.95,77.7,77.95,-0.05,618
106/06/07,1844790,143852570.0,77.9,78.1,77.7,77.95,0.0,485
106/06/08,1886861,147421476.0,77.95,78.25,77.8,78.25,0.3,489
106/06/09,3010414,235254296.0,78.05,78.35,77.95,78.0,-0.25,1261
106/06/12,3300815,254991488.0,77.15,77.5,77.05,77.15,-0.85,1008
106/06/13,1615980,124661164.0,77.15,77.3,77.0,77.25,0.1,437
106/06/14,3380592,259920485.0,77.4,77.4,76.5,76.85,-0.4,775
106/06/15,1507476,115742992.0,76.8,76.9,76.6,76.9,0.05,473
106/06/16,4233093,327234575.0,76.9,77.7,76.85,77.7,0.8,711
106/06/19,5144835,403115770.0,77.7,78.55,77.7,78.55,0.85,1459
106/06/20,4046834,320905688.0,78.6,79.65,78.6,79.45,0.9,1306
106/06/21,13612954,1084759757.0,79.2,79.9,78.85,79.55,0.1,2001
106/06/22,6112800,487656013.0,79.6,79.85,79.55,79.75,0.2,1120
106/06/23,8517089,679313575.0,79.75,80.05,79.65,79.7,-0.05,3426
106/06/26,14254481,1152368187.0,79.8,81.5,79.8,81.4,1.7,2367
106/06/27,3026202,245706817.0,81.4,81.5,81.0,81.3,-0.1,1145
106/06/28,6286912,506227717.0,80.9,81.05,80.3,80.55,-0.75,2321
106/06/29,1427255,115380165.0,81.0,81.05,80.5,80.65,0.1,513
106/06/30,3070653,245991027.0,80.1,80.4,79.8,80.4,-0.25,854
