date,volume,money,open,high,low,close,change,num
104/06/01,7850223,553306871.0,71.1,71.15,70.25,70.5,-0.6,1749
104/06/02,4867412,341989139.0,70.45,70.5,70.0,70.4,-0.1,1142
104/06/03,6558304,459976121.0,70.3,70.4,69.9,69.95,-0.45,1466
104/06/04,28182317,1941540073.0,69.8,69.9,68.35,68.6,-1.35,5559
104/06/05,15106306,1033376164.0,68.5,68.6,68.2,68.45,-0.15,2804
104/06/08,9094127,622037152.0,68.3,69.05,68.0,68.9,0.45,2538
104/06/09,18429951,1258036692.0,68.5,68.6,68.0,68.35,-0.55,2856
104/06/10,8666901,595189468.0,68.55,68.9,68.45,68.65,0.3,1959
104/06/11,7352571,504746450.0,68.8,68.9,68.4,68.85,0.2,1254
104/06/12,3175799,218259470.0,68.9,69.0,68.45,68.8,-0.05,870
104/06/15,3761616,258521656.0,68.8,69.0,68.5,68.65,-0.15,971
104/06/16,8681702,592299290.0,68.65,68.65,68.05,68.2,-0.45,1749
104/06/17,5564580,380966978.0,68.2,68.75,68.2,68.5,0.3,1585
104/06/18,10688270,730684809.0,68.45,68.55,68.2,68.4,-0.1,1343
104/06/22,11310165,782304510.0,68.75,69.4,68.75,69.35,0.95,1920
104/06/23,5311263,369513247.0,69.55,69.85,69.35,69.55,0.2,1515
104/06/24,6127048,426268842.0,69.6,69.7,69.4,69.65,0.1,1203
104/06/25,13815425,972267505.0,70.0,70.65,70.0,70.45,0.8,2531
104/06/26,4926733,346310265.0,70.45,70.45,70.15,70.45,0.0,1336
104/06/29,11576161,800533393.0,69.35,69.6,68.75,68.8,-1.65,2885
104/06/30,4093490,282871294.0,68.8,69.4,68.8,69.4,0.6,1284
