date,volume,money,open,high,low,close,change,num
 99/10/01,10251240,591071233.0,57.9,57.9,57.5,57.75,0.05,676
 99/10/04,16884537,977435810.0,57.85,58.1,57.75,57.75,0.0,1051
 99/10/05,10535220,602863693.0,57.5,57.55,57.05,57.4,-0.35,1195
 99/10/06,16061514,928454412.0,57.9,58.05,57.7,57.75,0.35,1685
 99/10/07,8858857,512636756.0,57.85,57.95,57.7,57.95,0.2,815
 99/10/08,6653888,383702278.0,57.85,57.95,57.45,57.6,-0.35,583
 99/10/11,8951527,513264484.0,57.6,57.6,56.9,56.95,-0.65,966
 99/10/12,10325566,582357271.0,57.0,57.0,56.05,56.2,-0.75,2155
 99/10/13,4624403,260715371.0,56.35,56.55,56.15,56.55,0.35,990
 99/10/14,8088009,464302961.0,56.9,57.7,56.9,57.45,0.9,1534
 99/10/15,2622520,150561344.0,57.5,57.6,57.3,57.35,-0.1,628
 99/10/18,15668334,884763412.0,57.3,57.3,56.15,56.2,-1.15,2275
 99/10/19,13750940,770667917.0,56.2,56.2,55.85,56.05,-0.15,1608
 99/10/20,12860399,723369848.0,55.8,56.7,55.7,56.7,0.65,1584
 99/10/21,11522575,653928650.0,56.8,56.95,56.55,56.75,0.05,964
 99/10/22,10858325,618653016.0,56.75,57.1,56.75,57.1,0.35,1211
 99/10/25,16646194,926060163.0,55.5,56.15,55.1,56.1,0.0,2029
 99/10/26,8841948,496931964.0,56.3,56.35,56.0,56.35,0.25,1091
 99/10/27,5394936,303010188.0,56.5,56.65,55.85,56.05,-0.3,1107
 99/10/28,4611384,259003180.0,56.05,56.5,55.9,56.5,0.45,957
 99/10/29,7155507,401298561.0,56.2,56.35,55.9,56.0,-0.5,1028
