date,volume,money,open,high,low,close,change,num
106/05/02,15728364,1183549491.0,75.0,75.4,75.0,75.2,0.65,2827
106/05/03,4711953,355729364.0,75.3,75.65,75.3,75.55,0.35,1708
106/05/04,3996825,301811102.0,75.55,75.65,75.35,75.65,0.1,1145
106/05/05,5287815,397880732.0,75.45,75.45,75.1,75.15,-0.5,1320
106/05/08,4083374,308091358.0,75.55,75.7,75.25,75.7,0.55,1054
106/05/09,4190236,319313121.0,75.7,76.5,75.7,75.95,0.25,1120
106/05/10,1763035,134244947.0,76.15,76.35,76.0,76.25,0.3,638
106/05/11,2018313,154148338.0,76.1,76.5,76.0,76.5,0.25,736
106/05/12,2810989,214492626.0,76.25,76.5,76.15,76.3,-0.2,539
106/05/15,1285720,98284746.0,76.3,76.55,76.2,76.5,0.2,539
106/05/16,1598332,122092507.0,76.5,76.6,76.25,76.5,0.0,803
106/05/17,1331528,101438562.0,76.3,76.4,76.05,76.3,-0.2,476
106/05/18,4271928,323392357.0,75.65,75.9,75.3,75.9,-0.4,943
106/05/19,1162847,88166922.0,75.65,75.9,75.65,75.85,-0.05,297
106/05/22,2576137,195790949.0,75.95,76.15,75.75,76.05,0.2,761
106/05/23,3844351,292887587.0,76.05,76.45,76.0,76.35,0.3,568
106/05/24,2886268,220350338.0,76.35,76.45,76.25,76.3,-0.05,645
106/05/25,4681977,360095129.0,76.7,77.0,76.45,77.0,0.7,1568
106/05/26,4018329,308975447.0,77.0,77.15,76.75,76.95,-0.05,598
106/05/31,2701301,207172841.0,76.95,77.5,76.4,76.5,-0.45,765
