date,volume,money,open,high,low,close,change,num
104/05/04,5381376,383599096.0,71.45,71.65,70.85,71.6,0.15,1220
104/05/05,6801050,483838544.0,71.4,71.4,70.9,71.2,-0.4,1174
104/05/06,6603488,468611056.0,70.8,71.4,70.5,71.3,0.1,1301
104/05/07,10204224,718490164.0,70.8,70.8,70.15,70.45,-0.85,1945
104/05/08,5647296,398589652.0,70.45,70.65,70.45,70.5,0.05,1082
104/05/11,11222257,793547954.0,71.0,71.2,70.3,70.85,0.35,1986
104/05/12,9064022,640522400.0,70.6,70.85,70.55,70.7,-0.15,1712
104/05/13,6874083,488179679.0,70.7,71.2,70.7,71.1,0.4,1146
104/05/14,16520264,1161687961.0,70.85,70.95,70.0,70.1,-1.0,3256
104/05/15,11642867,815422387.0,70.3,70.35,69.7,70.0,-0.1,2197
104/05/18,3248292,227961241.0,70.05,70.3,70.0,70.25,0.25,950
104/05/19,8458272,601702901.0,70.4,71.45,70.4,71.3,1.05,2147
104/05/20,7530606,534194695.0,71.25,71.25,70.8,70.8,-0.5,1216
104/05/21,11567932,809811559.0,70.15,70.2,69.75,70.15,-0.65,2097
104/05/22,6152758,435042013.0,70.2,70.95,70.2,70.7,0.55,1234
104/05/25,2391058,169027182.0,70.45,70.95,70.3,70.7,0.0,734
104/05/26,7521312,535292867.0,71.2,71.6,70.8,71.0,0.3,1247
104/05/27,5812358,413273073.0,70.85,71.3,70.7,71.15,0.15,974
104/05/28,5790144,414080476.0,71.75,71.9,71.25,71.5,0.35,1285
104/05/29,4900148,349371690.0,71.7,71.7,71.05,71.1,-0.4,1635
