date,volume,money,open,high,low,close,change,num
100/07/01,13964925,831822233.0,59.2,59.8,59.2,59.7,0.85,3077
100/07/04,18908538,1135645374.0,59.9,60.2,59.9,60.05,0.35,3528
100/07/05,12622302,756315191.0,60.0,60.1,59.75,59.95,-0.1,1454
100/07/06,13484727,816467370.0,60.0,60.7,60.0,60.6,0.65,2587
100/07/07,11109299,669903957.0,60.7,60.7,60.15,60.35,-0.25,1364
100/07/08,14932114,899593084.0,60.5,60.7,59.9,60.05,-0.3,1639
100/07/11,11993498,714982566.0,59.85,59.95,59.4,59.65,-0.4,1856
100/07/12,48066193,2820748700.0,59.1,59.1,58.45,58.7,-0.95,7229
100/07/13,39174515,2299380273.0,58.65,59.0,58.45,58.7,0.0,3621
100/07/14,39805063,2337247970.0,59.0,59.05,58.45,58.9,0.2,3576
100/07/15,18410146,1085949311.0,59.0,59.25,58.7,59.2,0.3,2571
100/07/18,20727359,1219849685.0,59.15,59.2,58.4,59.0,-0.2,2301
100/07/19,8281788,487389392.0,58.85,59.05,58.65,58.9,-0.1,1663
100/07/20,18866490,1133064951.0,59.5,60.5,59.5,60.45,1.55,4232
100/07/21,10880105,657752952.0,60.45,60.6,60.35,60.6,0.15,1748
100/07/22,22666868,1382242149.0,60.85,61.15,60.8,61.0,0.4,2823
100/07/25,8426021,510022302.0,60.5,60.85,60.2,60.4,-0.6,1591
100/07/26,15897776,970104530.0,60.5,61.3,60.5,61.2,0.8,2096
100/07/27,8730491,534834492.0,61.2,61.45,61.05,61.35,0.15,1527
100/07/28,12994800,789602563.0,60.8,61.0,60.5,60.85,-0.5,1428
100/07/29,13902656,837041345.0,60.75,60.9,59.9,59.9,-0.95,2361
