date,volume,money,open,high,low,close,change,num
 99/11/01,12732548,723720336.0,56.2,57.05,56.2,56.8,0.8,1811
 99/11/02,5732868,325612133.0,56.8,56.9,56.65,56.8,0.0,789
 99/11/03,13242296,751987634.0,56.95,57.1,56.5,56.7,-0.1,1165
 99/11/04,8072802,460577836.0,56.8,57.2,56.8,57.05,0.35,1036
 99/11/05,18917069,1089796929.0,57.55,57.75,57.5,57.65,0.6,1633
 99/11/08,9801832,564458172.0,57.8,57.85,57.45,57.55,-0.1,1002
 99/11/09,3995547,230210197.0,57.55,57.7,57.45,57.7,0.15,653
 99/11/10,18164969,1049072051.0,57.8,57.85,57.6,57.65,-0.05,903
 99/11/11,8634408,497131742.0,57.8,57.8,57.45,57.5,-0.15,662
 99/11/12,12201162,691923634.0,57.25,57.25,56.35,56.35,-1.15,2026
 99/11/15,7380484,414589397.0,56.3,56.3,56.05,56.15,-0.2,1164
 99/11/16,7063846,398490586.0,56.1,56.85,56.1,56.75,0.6,933
 99/11/17,6157279,347068621.0,56.35,56.65,56.15,56.5,-0.25,971
 99/11/18,2169592,122484707.0,56.4,56.6,56.3,56.6,0.1,570
 99/11/19,3171480,179964828.0,56.9,57.15,56.3,56.65,0.05,865
 99/11/22,5493100,314290819.0,56.8,57.5,56.8,57.35,0.7,1005
 99/11/23,3197414,182492494.0,57.35,57.35,56.8,56.9,-0.45,617
 99/11/24,4847876,275688934.0,56.7,57.05,56.65,56.85,-0.05,714
 99/11/25,3601735,205409515.0,56.85,57.15,56.85,57.1,0.25,688
 99/11/26,4644074,264375812.0,57.15,57.15,56.8,56.8,-0.3,809
 99/11/29,8866180,506250160.0,57.1,57.35,56.85,56.9,0.1,1086
 99/11/30,8006464,458479034.0,57.05,57.5,56.95,57.1,0.2,993
