date,volume,money,open,high,low,close,change,num
101/10/01,4006626,219963051.0,55.0,55.1,54.75,55.0,-0.15,989
101/10/02,6552980,361735377.0,55.1,55.35,54.95,55.25,0.25,1438
101/10/03,3633269,200292280.0,55.25,55.3,54.9,55.0,-0.25,950
101/10/04,8104245,444745214.0,55.0,55.1,54.5,55.05,0.05,1871
101/10/05,11700336,645230092.0,55.0,55.3,55.0,55.1,0.05,1497
101/10/08,9556106,522839691.0,55.0,55.05,54.55,54.65,-0.45,1440
101/10/09,8493250,463363288.0,54.75,54.75,54.4,54.4,-0.25,1469
101/10/11,30659151,1639203857.0,53.7,53.7,53.2,53.3,-1.1,4471
101/10/12,16268409,864868772.0,53.3,53.4,52.9,53.15,-0.15,2406
101/10/15,10241646,543892789.0,53.05,53.25,53.0,53.25,0.1,1814
101/10/16,8036901,429366923.0,53.4,53.5,53.3,53.5,0.25,2023
101/10/17,16203149,867885159.0,53.9,53.9,53.3,53.4,-0.1,2578
101/10/18,11622262,623288652.0,53.7,53.8,53.45,53.65,0.25,1356
101/10/19,16779789,892422559.0,53.6,53.6,53.05,53.25,-0.4,2756
101/10/22,13005865,684719192.0,52.6,52.9,52.4,52.9,-0.35,2780
101/10/23,30800049,1627934463.0,52.9,53.1,52.65,52.9,0.0,3071
101/10/24,18503895,939184120.0,50.55,51.0,50.45,51.0,0.0,4736
101/10/25,20563120,1042608341.0,50.95,50.95,50.45,50.5,-0.5,3878
101/10/26,26363027,1323238227.0,50.7,50.75,49.87,49.91,-0.59,5996
101/10/29,15100152,755045077.0,49.99,50.2,49.87,50.0,0.09,4446
101/10/30,12686436,639301004.0,50.3,50.65,50.2,50.45,0.45,2234
101/10/31,6854134,345541815.0,50.7,50.7,50.2,50.4,-0.05,1963
