date,volume,money,open,high,low,close,change,num
 93/09/01,5891000,269403110.0,45.3,45.85,45.3,45.8,0.65,614
 93/09/02,2231000,101876580.0,45.8,45.84,45.51,45.62,-0.18,371
 93/09/03,4700000,212568570.0,45.6,45.74,44.8,44.84,-0.78,837
 93/09/06,5569000,248779220.0,44.7,44.95,44.46,44.93,0.09,619
 93/09/07,3627000,164483490.0,44.93,45.5,44.93,45.5,0.57,635
 93/09/08,4244000,193465830.0,45.51,45.75,45.32,45.47,-0.03,707
 93/09/09,3800000,172436140.0,45.41,45.47,45.2,45.4,-0.07,331
 93/09/10,4468000,203623150.0,45.49,45.75,45.3,45.45,0.05,413
 93/09/13,12497000,576520900.0,46.01,46.31,46.0,46.3,0.85,926
 93/09/14,8103000,375773280.0,46.31,46.58,46.15,46.3,0.0,577
 93/09/15,7410000,340022990.0,46.15,46.19,45.6,45.76,-0.54,452
 93/09/16,6356000,289743150.0,45.5,45.8,45.4,45.76,0.0,511
 93/09/17,4935000,224095590.0,45.77,45.8,45.15,45.4,-0.36,429
 93/09/20,7416000,338583940.0,45.43,45.84,45.4,45.6,0.2,443
 93/09/21,14017000,648228830.0,46.82,46.82,46.0,46.21,0.61,857
 93/09/22,10730000,497142470.0,46.32,46.43,46.15,46.33,0.12,511
 93/09/23,3242000,149238990.0,46.0,46.2,45.93,46.2,-0.13,394
 93/09/24,3346000,153045030.0,46.08,46.2,45.4,45.4,-0.8,540
 93/09/27,1312000,59474020.0,45.4,45.5,45.2,45.4,0.0,323
 93/09/29,2958000,134371930.0,45.3,45.56,45.3,45.39,-0.01,340
 93/09/30,5675000,259507260.0,45.7,45.89,45.45,45.6,0.21,533
