date,volume,money,open,high,low,close,change,num
106/12/01,5620322,462116126.0,82.15,82.9,81.65,82.6,0.35,2376
106/12/04,1503749,124232242.0,82.65,82.95,82.35,82.9,0.3,673
106/12/05,1880132,154873413.0,82.55,82.65,82.2,82.25,-0.65,1308
106/12/06,13235403,1076016844.0,82.1,82.1,80.85,80.85,-1.4,6470
106/12/07,7309030,590253335.0,81.2,81.25,80.45,80.9,0.05,3451
106/12/08,6280017,507950499.0,81.5,81.5,80.65,80.9,0.0,2684
106/12/11,2738995,223183119.0,81.2,81.65,81.2,81.5,0.6,1611
106/12/12,3940646,318854886.0,81.4,81.5,80.55,80.95,-0.55,1585
106/12/13,1676999,135829186.0,81.1,81.2,80.9,81.0,0.05,777
106/12/14,2246280,183713434.0,81.55,82.0,81.35,81.75,0.75,882
106/12/15,4077161,329949967.0,81.65,81.65,80.65,81.1,-0.65,1649
106/12/18,3842614,311718747.0,81.2,81.25,80.85,81.2,0.1,787
106/12/19,4095098,331846488.0,81.2,81.4,80.7,80.8,-0.4,885
106/12/20,4652274,376271387.0,80.8,81.1,80.75,81.05,0.25,1310
106/12/21,1240823,100664300.0,81.1,81.35,81.0,81.0,-0.05,521
106/12/22,1644841,133059742.0,80.8,81.35,80.7,81.3,0.3,546
106/12/25,1002933,81627136.0,81.3,81.55,81.3,81.45,0.15,557
106/12/26,2578196,208312540.0,81.45,81.45,80.5,80.65,-0.8,1118
106/12/27,3600143,290733340.0,80.6,80.9,80.55,80.9,0.25,675
106/12/28,3094816,252391818.0,81.25,81.75,81.25,81.7,0.8,962
106/12/29,4690296,384768069.0,81.75,82.2,81.75,82.15,0.45,1612
