date,volume,money,open,high,low,close,change,num
102/11/01,6293364,362802228.0,58.0,58.1,57.45,57.6,-0.3,1612
102/11/04,6647499,380466626.0,57.4,57.4,57.1,57.35,-0.25,2102
102/11/05,7879372,448706061.0,57.25,57.35,56.75,56.8,-0.55,2598
102/11/06,4717161,267847827.0,56.8,56.9,56.6,56.8,0.0,1698
102/11/07,4901449,277659985.0,56.85,56.85,56.5,56.65,-0.15,1630
102/11/08,6209803,350923675.0,56.6,56.65,56.35,56.45,-0.2,1939
102/11/11,8237847,463973321.0,56.45,56.5,56.2,56.3,-0.15,2594
102/11/12,6243339,352233375.0,56.6,56.6,56.2,56.5,0.2,1737
102/11/13,17168796,960655076.0,56.25,56.3,55.7,55.75,-0.75,4884
102/11/14,15583085,870463710.0,56.0,56.1,55.65,55.9,0.15,3495
102/11/15,12722507,714440665.0,56.1,56.35,55.9,56.15,0.25,3079
102/11/18,5565731,313864114.0,56.35,56.5,56.2,56.45,0.3,1834
102/11/19,8478759,480733824.0,56.55,56.85,56.55,56.8,0.35,2094
102/11/20,9701799,548101949.0,56.65,56.7,56.35,56.45,-0.35,2514
102/11/21,35062264,1947623471.0,56.1,56.1,55.4,55.45,-1.0,9065
102/11/22,10937407,607995596.0,55.5,55.7,55.5,55.5,0.05,3314
102/11/25,10345365,582454673.0,56.15,56.5,56.15,56.25,0.75,2827
102/11/26,9878559,558861474.0,56.0,56.9,56.0,56.7,0.45,2404
102/11/27,8118057,462140733.0,56.7,57.05,56.65,57.0,0.3,2274
102/11/28,11237010,644295393.0,57.35,57.45,57.2,57.35,0.35,2803
102/11/29,14720545,846658034.0,57.35,57.7,57.25,57.55,0.2,2727
