日期, 成交量,開盤,最高,最低,收盤,漲跌
2014/8/1,989.53,9223.75,9274.64,9201.83,9266.51,-49.34
2014/8/4,877.53,9280.29,9330.19,9258.18,9330.19,63.68
2014/8/5,1074.41,9316.82,9316.82,9141.44,9141.44,-188.75
2014/8/6,1057.75,9148.36,9163.81,9070.09,9143.97,2.53
2014/8/7,807.82,9162.65,9172.88,9108.85,9131.44,-12.53
2014/8/8,858.23,9120.2,9120.2,9014.89,9085.96,-45.48
2014/8/11,830.73,9109.83,9184.96,9107.21,9172.91,86.95
2014/8/12,881.4,9188.85,9198.1,9146.98,9163.12,-9.79
2014/8/13,847.68,9155.02,9231.66,9147.14,9231.31,68.19
2014/8/14,893.2,9276.41,9282.01,9218.55,9230.61,-0.7
2014/8/15,709.14,9243.67,9243.67,9172.91,9206.81,-23.8
2014/8/18,716.45,9222.73,9222.73,9128.66,9141.31,-65.5
2014/8/19,871.87,9188.63,9255.09,9188.63,9243.78,102.47
2014/8/20,887.31,9278.15,9294.49,9249.31,9288.05,44.27
2014/8/21,802.91,9286.82,9289.02,9217.97,9253.38,-34.67
2014/8/22,1011.74,9273.07,9380.6,9271.87,9380.1,126.72
2014/8/25,757.45,9393.24,9409.35,9369.24,9390.62,10.52
2014/8/26,898.42,9394.28,9418.77,9386.49,9393.96,3.34
2014/8/27,1156.82,9426.29,9491.75,9426.29,9485.59,91.63
2014/8/28,1001.15,9499.22,9502.42,9453.49,9478.37,-7.22
2014/8/29,891.01,9459.81,9470.15,9425.35,9436.27,-42.1
2014/9/1,868.2,9474.41,9532.66,9472.96,9513.06,76.79
2014/9/2,881.85,9503.65,9503.65,9388.13,9399.72,-113.34
2014/9/3,886.9,9434.88,9455.78,9396.79,9450.35,50.63
2014/9/4,735.12,9439.76,9439.76,9389.29,9428.89,-21.46
2014/9/5,715.66,9446.45,9451.39,9365.7,9407.94,-20.95
2014/9/9,791,9452.14,9465.93,9426.99,9434.77,26.83
2014/9/10,778.31,9410.62,9410.62,9309.05,9357.61,-77.16
2014/9/11,715.11,9376.38,9381.05,9322.95,9322.95,-34.66
2014/9/12,806.23,9324.74,9333.28,9223.18,9223.18,-99.77
2014/9/15,662.24,9206.41,9242.23,9175.61,9217.46,-5.72
2014/9/16,687.21,9218.85,9219.42,9133.4,9133.4,-84.06
2014/9/17,816.71,9171.04,9252.38,9159.85,9195.17,61.77
2014/9/18,692.73,9211.8,9237.88,9201.91,9237.03,41.86
2014/9/19,791.66,9268.44,9289.22,9235.44,9240.45,3.42
2014/9/22,773.04,9220.54,9220.54,9106.27,9134.65,-105.8
2014/9/23,733.95,9134.29,9147.21,9084.9,9084.9,-49.75
2014/9/24,768.12,9071.8,9123.11,9071.8,9098.49,13.59
2014/9/25,910.17,9126.76,9149.41,8982.51,9011.59,-86.9
2014/9/26,837.37,8957.56,9001.98,8913.51,8989.82,-21.77
2014/9/29,833.56,9018.46,9018.46,8948.09,8960.76,-29.06
2014/9/30,1004.53,8954.58,8998.83,8860.17,8966.92,6.16
2014/10/1,781.12,8958.87,9014.26,8918.96,8990.26,23.34
2014/10/2,756.13,8959.37,9010.27,8913.01,8975.19,-15.07
2014/10/3,823.74,9010.3,9113.8,8998.27,9106.28,131.09
2014/10/6,763.7,9118.28,9122.54,9065.34,9095.14,-11.14
2014/10/7,748.71,9065.67,9074.8,8993.45,9040.81,-54.33
2014/10/8,696.14,8989.99,9038.61,8955.18,8955.18,-85.63
2014/10/9,837.24,9021.31,9054.67,8946.16,8966.44,11.26
2014/10/13,1002.46,8767.42,8795.77,8711.39,8711.39,-255.05
2014/10/14,738.53,8691.83,8768.39,8684.19,8768.39,57
2014/10/15,1019,8769.39,8776.91,8635.41,8655.51,-112.88
2014/10/16,1073.41,8602.65,8676.46,8501.29,8633.69,-21.82
2014/10/17,1221.38,8688.71,8699.77,8512.88,8512.88,-120.81
2014/10/20,782.01,8617.08,8679.85,8611.17,8663.14,150.26
2014/10/21,635.06,8676.32,8676.32,8636.67,8654.64,-8.5
2014/10/22,815.85,8744.91,8775.35,8729.77,8748.83,94.19
2014/10/23,619.6,8735.38,8751.67,8714.88,8731.07,-17.76
2014/10/24,675.91,8740.28,8750.42,8629.24,8646.01,-85.06
2014/10/27,659.73,8671.51,8689.67,8607.23,8627.78,-18.23
2014/10/28,840.52,8692.52,8788.28,8692.52,8773.55,145.77
2014/10/29,941.57,8821.85,8903.68,8821.85,8903.68,130.13
2014/10/30,802.15,8890.19,8892.99,8842.8,8888.07,-15.61
2014/10/31,854.86,8909.34,8974.76,8885.21,8974.76,86.69
2014/11/3,895.87,9009.38,9029.71,8965.5,9004.86,30.1
2014/11/4,750.66,9030.96,9046.22,8980.96,8989.18,-15.68
2014/11/5,699.79,8997.76,9013.06,8941.18,8962.6,-26.58
2014/11/6,709.78,8968.79,8979.97,8887.36,8891.02,-71.58
2014/11/7,679.07,8881.19,8925.62,8867.78,8912.62,21.6
2014/11/10,849.23,8937.59,9062.89,8937.59,9049.98,137.36
2014/11/11,763.3,9067.54,9069.44,9021.54,9034.14,-15.84
2014/11/12,782.91,9030.13,9030.13,8894.11,8918.95,-115.19
2014/11/13,689.37,8947.97,8980.67,8927.09,8980.67,61.72
2014/11/14,737.93,8992.4,8996.38,8950.23,8982.88,2.21
2014/11/17,727.01,9003.37,9024,8878.38,8884.39,-98.49
2014/11/18,790.1,8916.08,8944.26,8828.15,8859.07,-25.32
2014/11/19,915.05,8896.16,8988.64,8879.29,8963.24,104.17
2014/11/20,907.33,8984.93,9078.87,8984.93,9078.87,115.63
2014/11/21,791.15,9104.34,9111.18,9071.86,9091.53,12.66
2014/11/24,763.37,9144.42,9165.71,9104.54,9122.33,30.8
2014/11/25,875.67,9125.27,9153.55,9098.32,9116.24,-6.09
2014/11/26,748.53,9125.08,9146.04,9112.19,9122.39,6.15
2014/11/27,829.25,9153.49,9217.73,9153.49,9165.31,42.92
2014/11/28,708.48,9163.19,9201.8,9158.28,9187.15,21.84
2014/12/1,881.82,9038.41,9164.54,8998.55,9117.71,-69.44
2014/12/2,952.77,9098.36,9104.84,9009.69,9034.79,-82.92
2014/12/3,1147.9,9073.47,9188.32,9045.2,9175.26,140.47
2014/12/4,1037.26,9212.85,9251.85,9195.15,9225.11,49.85
2014/12/5,980.19,9220.25,9240.51,9192.29,9206.57,-18.54
2014/12/8,921.09,9231.24,9241.63,9174.51,9187.29,-19.28
2014/12/9,877.94,9163.43,9177.14,9127.12,9128.9,-58.39
2014/12/10,920.69,9115.33,9140.49,9015.52,9032.16,-96.74
2014/12/11,788.22,9003.84,9046.4,8971.53,9013.07,-19.09
2014/12/12,768.17,9041.54,9084.27,9022.56,9027.33,14.26
2014/12/15,761.3,8987.95,8997.08,8943.04,8985.63,-41.7
2014/12/16,867.88,8967.82,9031.07,8950.91,8950.91,-34.72
2014/12/17,1060.37,8961.64,8972.12,8826.03,8828.36,-122.55
2014/12/18,879.92,8912.78,8946.42,8876.88,8878.63,50.27
2014/12/19,1095.72,8981.85,9035.77,8953.17,8999.52,120.89
2014/12/22,802.58,9032.42,9099.85,9024.01,9095,95.48
2014/12/23,694.45,9123.78,9138.15,9093.43,9097.71,2.71
2014/12/24,837.84,9096.48,9186.18,9096.48,9186.18,88.47
2014/12/25,555.66,9186.83,9198.04,9153.77,9158.7,-27.48
2014/12/26,557.52,9171.91,9214.07,9158.39,9214.07,55.37
2014/12/27,391.43,9222.47,9228.65,9197.13,9218.5,4.43
2014/12/29,817.53,9216.43,9313.33,9216.43,9286.28,67.78
2014/12/30,714.3,9299.1,9338.06,9262.7,9268.43,-17.85
2014/12/31,594.51,9260.46,9307.26,9252.31,9307.26,38.83
2015/1/5,809.55,9292.31,9292.31,9182.02,9274.11,-33.15
2015/1/6,1104.49,9209.93,9209.93,9043.44,9048.34,-225.77
2015/1/7,962.74,9051.94,9108.66,9050.54,9080.09,31.75
2015/1/8,1075.44,9154.03,9246.62,9154.03,9238.03,157.94
2015/1/9,973.94,9247.4,9284.57,9215.58,9215.58,-22.45
2015/1/12,840.58,9198.02,9229.65,9178.3,9178.3,-37.28
2015/1/13,916.86,9162.77,9253.82,9161.71,9231.8,53.5
2015/1/14,923.24,9235.9,9242.2,9161.71,9180.23,-51.57
2015/1/15,887.78,9197.32,9219.43,9149.1,9165.09,-15.14
2015/1/16,1142.36,9245.77,9256.86,9109.46,9138.29,-26.8
2015/1/19,892.94,9183.76,9247.09,9151.82,9174.06,35.77
2015/1/20,865.19,9188.76,9259.31,9177.48,9251.69,77.63
2015/1/21,969.27,9283.79,9319.71,9275.68,9319.71,68.02
2015/1/22,980.66,9336.81,9386.56,9336.81,9369.51,49.8
2015/1/23,1191.24,9422,9471.8,9422,9470.94,101.43
2015/1/26,900.74,9474.56,9478.53,9436.47,9477.67,6.73
2015/1/27,904.68,9505.56,9523.73,9471.19,9521.59,43.92
2015/1/28,819.85,9503.2,9515.29,9471.31,9510.92,-10.67
2015/1/29,825.59,9479.36,9482.13,9403.75,9426.9,-84.02
2015/1/30,854.02,9452.85,9466.65,9361.91,9361.91,-64.99
2015/2/2,713.54,9368.83,9410.43,9352.19,9386.99,25.08
2015/2/3,759,9394.47,9460.17,9394.47,9448.73,61.74
2015/2/4,961.07,9477.52,9533.88,9477.52,9513.92,65.19
2015/2/5,731.47,9511.06,9517.42,9472.42,9512.05,-1.87
2015/2/6,719.55,9521.88,9521.88,9448.65,9456.18,-55.87
2015/2/9,655.62,9465.12,9465.12,9413.18,9421.5,-34.68
2015/2/10,749.65,9405.59,9435.07,9390.13,9393.7,-27.8
2015/2/11,967.41,9430.17,9488.72,9430.17,9462.22,68.52
2015/2/12,751.97,9496.39,9500.35,9447.19,9496.31,34.09
2015/2/13,767.5,9500.04,9542.09,9499.97,9529.51,33.2
2015/2/24,1092.35,9582.39,9638.48,9582.39,9629.37,99.86
2015/2/25,963.49,9655.72,9699.54,9653.77,9699.54,70.17
2015/2/26,950.14,9687.48,9688.07,9610.59,9622.1,-77.44
2015/3/2,912.97,9665.11,9690.43,9588.36,9601.36,-20.74
2015/3/3,845.23,9628.06,9642.95,9571.64,9605.77,4.41
2015/3/4,844.17,9596.24,9635.18,9580.78,9621.73,15.96
2015/3/5,847.4,9627.04,9631.04,9564.44,9595.09,-26.64
2015/3/6,945.85,9587.59,9645.77,9574.55,9645.77,50.68
2015/3/9,844.73,9617.04,9617.04,9549.76,9562.98,-82.79
2015/3/10,920.83,9566.25,9583.78,9520.33,9536.53,-26.45
2015/3/11,963.3,9503.28,9561.81,9472.54,9523.18,-13.35
2015/3/12,961.86,9537.23,9608.02,9530.74,9596,72.82
2015/3/13,866.29,9608.44,9633.51,9579.35,9579.35,-16.65
2015/3/16,812.46,9583.45,9590.76,9512.91,9512.91,-66.44
2015/3/17,973.41,9555.1,9629.8,9539.44,9539.44,26.53
2015/3/18,1050.69,9563.74,9653.43,9561.5,9653.43,113.99
2015/3/19,1170.06,9668.01,9745.59,9668.01,9736.73,83.3
2015/3/20,1215.68,9706.35,9749.69,9705.32,9749.69,12.96
2015/3/23,1041.84,9759.88,9775.63,9729.81,9758.09,8.4
2015/3/24,961.08,9759.96,9768.71,9701.33,9731.66,-26.43
2015/3/25,949.34,9739.25,9743.58,9653.47,9667.83,-63.83
2015/3/26,1159.17,9579.63,9619.12,9540.03,9619.12,-48.71
2015/3/27,1117.46,9593.07,9608.44,9503.72,9503.72,-115.4
2015/3/30,909.76,9533.38,9556.25,9503.53,9521.87,18.15
2015/3/31,1056.02,9568.38,9594.75,9527.87,9586.44,64.57
2015/4/1,859.25,9575.11,9575.11,9503.53,9507.66,-78.78
2015/4/2,928.24,9535.98,9628.95,9535.98,9600.32,92.66
2015/4/7,908.07,9619.97,9653.97,9613.33,9641.9,41.58
2015/4/8,921.71,9646.07,9654.67,9562,9571.97,-69.93
2015/4/9,1002.48,9597.21,9663.05,9559.71,9568.04,-3.93
2015/4/10,914.53,9626.88,9648.34,9582.84,9617.7,49.66
2015/4/13,827.51,9622.64,9666.52,9622.59,9666.52,48.82
2015/4/14,910.15,9646.28,9664.1,9631.19,9642.22,-24.3
2015/4/15,1134.08,9629.7,9654.15,9508.14,9540.06,-102.16
2015/4/16,1008.69,9578.71,9656.87,9578.71,9656.87,116.81
2015/4/17,979.76,9608.6,9615.52,9570.93,9570.93,-85.94
2015/4/20,863.53,9541.83,9572.65,9508.57,9552.85,-18.08
2015/4/21,923.3,9554.8,9598.86,9512.64,9533.98,-18.87
2015/4/22,1026.39,9549.61,9630.79,9549.61,9613,79.02
2015/4/23,1434.25,9655.3,9814.88,9655.3,9797.49,184.49
2015/4/24,1649.56,9839.71,9961.31,9839.71,9913.28,115.79
2015/4/27,1304.13,9941.18,10002.58,9937.04,9973.12,59.84
2015/4/28,1169.1,9998.08,10014.28,9918.01,9956.83,-16.29
2015/4/29,1140.39,9934.82,9978.87,9842.5,9853.83,-103
2015/4/30,1127.69,9841.15,9894.9,9820.05,9820.05,-33.78
2015/5/4,984.53,9853.51,9871.65,9800.48,9845.04,24.99
2015/5/5,913.74,9849.13,9855.64,9788.13,9820.13,-24.91
2015/5/6,969.27,9780.39,9829.43,9735.94,9818.2,-1.93
2015/5/7,945.81,9789.82,9789.82,9704.11,9704.11,-114.09
2015/5/8,843.55,9724.29,9760.51,9692,9692,-12.11
2015/5/11,959.54,9763.94,9797.19,9635.88,9663.72,-28.28
2015/5/12,877.87,9637.71,9702.67,9637.21,9680.73,17.01
2015/5/13,948.27,9697.17,9743.33,9687.66,9724.11,43.38
2015/5/14,980.84,9730.33,9734.55,9600.24,9610.83,-113.28
2015/5/15,839.87,9638.06,9644.83,9552.86,9579.48,-31.35
2015/5/18,917.76,9603.75,9612.44,9550.76,9606.1,26.62
2015/5/19,1070.77,9623.95,9722.8,9623.95,9716.77,110.67
2015/5/20,978.25,9726.02,9736.09,9662.86,9685.31,-31.46
2015/5/21,963.94,9647.53,9647.53,9536.16,9578.56,-106.75
2015/5/22,991.23,9606.51,9674.77,9606.51,9638.8,60.24
2015/5/25,765.41,9654.28,9654.28,9589.32,9645.17,6.37
2015/5/26,794.13,9688.31,9724.36,9649.62,9669.41,24.24
2015/5/27,1010.72,9666.89,9710.29,9648.71,9693.54,24.13
2015/5/28,1128.79,9741.57,9766.21,9704.93,9712.84,19.3
2015/5/29,1408.51,9727.59,9747.27,9693,9701.07,-11.77
2015/6/1,914.42,9688.13,9692.34,9589.09,9625.69,-75.38
2015/6/2,990.25,9619.88,9657.02,9584.56,9614.26,-11.43
2015/6/3,1014.24,9617.75,9645.48,9550.44,9556.52,-57.74
2015/6/4,1360.47,9537.09,9558.77,9325.01,9348.63,-207.89
2015/6/5,1103.41,9328.02,9371.41,9272.94,9340.13,-8.5
2015/6/8,954.27,9324.22,9419.22,9258.98,9368.43,28.3
2015/6/9,1080.61,9346.11,9363.52,9191.87,9191.87,-176.56
2015/6/10,982.13,9246.66,9334.5,9246.66,9298.5,106.63
2015/6/11,976.05,9330.99,9358.48,9251.18,9302.49,3.99
2015/6/12,819.3,9304.75,9339.33,9263.41,9301.93,-0.56
2015/6/15,747.58,9304.66,9324.94,9252.34,9259.48,-42.45
2015/6/16,786.18,9272.7,9272.7,9177.95,9212.78,-46.7
2015/6/17,917.93,9232.81,9242.22,9170.09,9189.83,-22.95
2015/6/18,817.67,9189.44,9243.84,9187.87,9218.37,28.54
2015/6/22,898.37,9247.76,9371.48,9247.76,9341.77,123.4
2015/6/23,999.48,9375.78,9438.39,9375.78,9391.14,49.37
2015/6/24,780.33,9390.27,9409.44,9364.38,9397.31,6.17
2015/6/25,1018.93,9415.78,9500.57,9415.78,9476.34,79.03
2015/6/26,841.94,9481.95,9489.91,9442.94,9462.57,-13.77
2015/6/29,936.09,9358.96,9358.96,9227.11,9236.1,-226.47
2015/6/30,910.75,9223.27,9323.02,9204.45,9323.02,86.92
2015/7/1,861.69,9311.76,9404.76,9298.36,9375.23,52.21
2015/7/2,847.32,9372.46,9400.68,9350.05,9379.24,4.01
2015/7/3,829.61,9369.5,9369.5,9265.14,9358.23,-21.01
2015/7/6,817.9,9309.86,9347.54,9255.96,9255.96,-102.27
2015/7/7,912,9278.33,9332.97,9244.46,9250.16,-5.8
2015/7/8,1421.42,9225.91,9225.91,8946.75,8976.11,-274.05
2015/7/9,1291.95,8861.28,8946.24,8750.92,8914.13,-61.98
2015/7/13,1027.76,8946.72,9041.88,8946.72,9033.92,119.79
2015/7/14,1002.02,9061.58,9124.76,9041.76,9041.76,7.84
2015/7/15,825.59,9063.54,9089.47,9005.1,9054.2,12.44
2015/7/16,767.92,9062.76,9085.31,9021.82,9042.21,-11.99
2015/7/17,760.74,9060.92,9079.23,9018,9045.98,3.77
2015/7/20,813.16,9085,9124.88,8952.64,8975,-70.98
2015/7/21,719.05,8997.56,9010.71,8940.38,9005.96,30.96
2015/7/22,781.33,8955.59,8968.39,8896.1,8918.7,-87.26
2015/7/23,1013.69,8865.36,8895.88,8751.71,8791.12,-127.58
2015/7/24,765.36,8809.65,8811.76,8733.43,8767.86,-23.26
2015/7/27,963.96,8733.24,8733.24,8553.09,8556.68,-211.18
2015/7/28,993.87,8566.42,8635.88,8532,8582.49,25.81
2015/7/29,890.87,8587.7,8619.41,8516.23,8563.48,-19.01
2015/7/30,876.25,8567.23,8697.18,8567.23,8651.49,88.01
2015/7/31,861.47,8670.92,8676.29,8591.37,8665.34,13.85
2015/8/3,784.08,8636.53,8636.53,8482.92,8524.41,-140.93
2015/8/4,999.52,8538.44,8590.3,8433.92,8510.86,-13.55
2015/8/5,858.93,8504.94,8563.01,8486.27,8542.27,31.41
2015/8/6,894.5,8564.55,8586.24,8404.67,8449.56,-92.71
2015/8/7,756.43,8409.01,8458.04,8368.4,8442.29,-7.27
2015/8/10,784.94,8410.63,8484.18,8374.08,8466.84,24.55
2015/8/11,999.51,8542.13,8586.22,8393.08,8394.14,-72.7
2015/8/12,956.9,8365.15,8376.59,8235.95,8283.38,-110.76
2015/8/13,877.25,8284.96,8348.39,8271.69,8311.74,28.36
2015/8/14,722.32,8315.14,8343.98,8283.35,8305.64,-6.1
2015/8/17,688.64,8307.9,8308.54,8213.42,8213.42,-92.22
2015/8/18,746.65,8237.08,8277.22,8166.77,8177.22,-36.2
2015/8/19,988.62,8182.81,8182.81,7987.57,8021.84,-155.38
2015/8/20,881.7,8008.68,8063.8,7951.72,8029.81,7.97
2015/8/21,1023.41,7941.95,7941.95,7786.92,7786.92,-242.89
2015/8/24,1452.61,7719.63,7719.63,7203.07,7410.34,-376.58
2015/8/25,1207.51,7427.36,7677.93,7368.47,7675.64,265.3
2015/8/26,1095.48,7636.12,7762.45,7547.61,7715.59,39.95
2015/8/27,1092.24,7762.63,7856.4,7762.63,7824.55,108.96
2015/8/28,1040.38,7923.77,8039.76,7923.77,8019.18,194.63
2015/8/31,1012.08,8026.62,8174.92,7961.77,8174.92,155.74
2015/9/1,845.23,8117.5,8119.9,8002.18,8017.56,-157.36
2015/9/2,910.98,7970.4,8068.06,7907.31,8035.29,17.73
2015/9/3,858.32,8071.37,8101.13,8007.48,8095.95,60.66
2015/9/4,825.75,8087.62,8128.23,7990.86,8000.6,-95.35
2015/9/7,678.41,7990.76,8053.2,7957.8,7986.56,-14.04
2015/9/8,662.76,7993.1,8031.26,7978.78,8001.5,14.94
2015/9/9,1183.07,8097.22,8296.13,8097.22,8286.92,285.42
2015/9/10,852.97,8247.64,8274.82,8214.5,8268.68,-18.24
2015/9/11,797.28,8271.25,8313.18,8233.14,8305.82,37.14
2015/9/14,765.2,8332.57,8360.03,8259.31,8307.29,1.47
2015/9/15,687.87,8320.22,8327.95,8226.07,8259.99,-47.3
2015/9/16,805.96,8298.13,8342.36,8276.94,8333.29,73.3
2015/9/17,979.67,8377.31,8467.15,8377.31,8445.5,112.21
2015/9/18,945.7,8427.52,8488.53,8399.71,8462.14,16.64
2015/9/21,758.48,8404.5,8404.5,8285.43,8307.04,-155.1
2015/9/22,695.16,8331.44,8365.92,8325.78,8365.92,58.88
2015/9/23,799.91,8310.82,8310.82,8186.22,8193.42,-172.5
2015/9/24,821.9,8224.23,8257.14,8101.9,8123.1,-70.32
2015/9/25,708.55,8131.49,8152.5,8061.87,8132.35,9.25
2015/9/30,1024.6,8097.15,8181.24,8059.68,8181.24,48.89
2015/10/1,878.25,8194.3,8317.79,8170.78,8295.94,114.7
2015/10/2,737.43,8290.43,8320.66,8253.75,8305.03,9.09
2015/10/5,831.72,8342.99,8364.59,8316.83,8352.36,47.33
2015/10/6,998.25,8409.31,8482.83,8390.89,8394.1,41.74
2015/10/7,936.68,8398.53,8495.23,8385.04,8495.23,101.13
2015/10/8,966.83,8528.46,8544.93,8434.5,8445.96,-49.27
2015/10/12,1002.4,8478.34,8578.22,8478.34,8573.72,127.76
2015/10/13,894.12,8571.57,8574.11,8518.41,8567.92,-5.8
2015/10/14,806.09,8545.14,8553.87,8515.53,8522.51,-45.41
2015/10/15,918.48,8573.38,8652.47,8573.38,8601.52,79.01
2015/10/16,943.83,8596.43,8627.83,8574.64,8604.95,3.43
2015/10/19,804.7,8628.79,8670.32,8603.08,8631.5,26.55
2015/10/20,820.11,8651.08,8663.12,8618.48,8653.6,22.1
2015/10/21,881.56,8668.08,8690.39,8591.42,8609.23,-44.37
2015/10/22,755.31,8600.4,8631.17,8594.21,8608.46,-0.77
2015/10/23,922.07,8671.52,8740.08,8662.03,8673.81,65.35
2015/10/26,846.6,8706.81,8757.14,8706.81,8745.36,71.55
2015/10/27,883.12,8724,8733.53,8662.77,8701.32,-44.04
2015/10/28,802.46,8679.24,8714.01,8632.38,8665.99,-35.33
2015/10/29,855.66,8682.58,8704.59,8568.13,8571.08,-94.91
2015/10/30,865.53,8578.25,8586.9,8503.69,8554.31,-16.77
2015/11/2,778.93,8571.53,8614.77,8524.01,8614.77,60.46
2015/11/3,967.22,8643.21,8728.06,8643.21,8713.19,98.42
2015/11/4,1274.73,8759.94,8864.17,8754.18,8857.02,143.83
2015/11/5,1063.35,8858.73,8871.87,8828.04,8850.18,-6.84
2015/11/6,1122.87,8857.61,8857.61,8671.89,8693.57,-156.61
2015/11/9,954.57,8702.67,8746.28,8623.7,8642.48,-51.09
2015/11/10,861.77,8614.55,8614.55,8529.54,8536.9,-105.58
2015/11/11,973.15,8543.63,8557.69,8415.01,8415.01,-121.89
2015/11/12,820.96,8426.76,8467.31,8374.07,8428.09,13.08
2015/11/13,773.26,8402.11,8453.04,8329.5,8329.5,-98.59
2015/11/16,809.88,8278.12,8312.06,8217.34,8295.4,-34.1
2015/11/17,858.57,8369.14,8471.89,8369.14,8419.42,124.02
2015/11/18,832.44,8432.25,8455.14,8326.72,8340.47,-78.95
2015/11/19,855.59,8382.09,8477.2,8357.2,8477.2,136.73
2015/11/20,755.94,8472.65,8484.06,8434.33,8465.45,-11.75
2015/11/23,699.03,8480.59,8503.08,8450.01,8485.73,20.28
2015/11/24,805.8,8472.24,8497.83,8397.44,8400.14,-85.59
2015/11/25,744.43,8407.54,8426.62,8352.17,8386.13,-14.01
2015/11/26,793.95,8411.16,8510.7,8411.16,8484.9,98.77
2015/11/27,652.89,8493.18,8505.08,8397.49,8398.4,-86.5
2015/11/30,1327.09,8339.83,8339.83,8239,8320.61,-77.79
2015/12/1,903.07,8359.27,8463.3,8339.5,8463.3,142.69
2015/12/2,902.24,8475.96,8497.19,8441.28,8457.4,-5.9
2015/12/3,802.43,8424.54,8484.52,8393.29,8456.06,-1.34
2015/12/4,808.16,8423.7,8423.7,8355.75,8398.6,-57.46
2015/12/7,878.73,8432.47,8535.36,8432.47,8454.27,55.67
2015/12/8,869.38,8442.06,8453.63,8335.67,8343.86,-110.41
2015/12/9,893.59,8329.86,8343.37,8229.62,8229.62,-114.24
2015/12/10,890.27,8214.27,8228.43,8133.42,8216.17,-13.45
2015/12/11,878.25,8217.33,8253.11,8108.68,8115.89,-100.28
2015/12/14,748.47,8058.67,8068.98,7980.59,8040.16,-75.73
2015/12/15,727.09,8074.48,8140.06,8073.35,8073.35,33.19
2015/12/16,883.15,8144.03,8204.2,8121.06,8184.66,111.31
2015/12/17,918.85,8214.62,8319.67,8214.62,8319.67,135.01
2015/12/18,832.02,8272.41,8317.48,8241.32,8257.32,-62.35
2015/12/21,773.55,8228.05,8289.59,8191.53,8282.17,24.85
2015/12/22,770.07,8283.03,8316.44,8261.72,8292.74,10.57
2015/12/23,743.08,8296.58,8359.25,8296.58,8315.7,22.96
2015/12/24,614.45,8351.2,8393.41,8324.36,8324.36,8.66
2015/12/25,401.6,8328.94,8364.3,8320.1,8363.28,38.92
2015/12/28,457.9,8374.18,8394.6,8358.49,8358.49,-4.79
2015/12/29,526.3,8349.27,8351.16,8286.84,8293.91,-64.58
2015/12/30,533.77,8313.37,8342.34,8262.52,8279.99,-13.92
2015/12/31,480.41,8273.77,8338.06,8258.73,8338.06,58.07
2016/1/4,762.52,8315.79,8326.33,8109.09,8114.26,-223.8
2016/1/5,802.09,8105,8142.64,8055.96,8075.11,-39.15
2016/1/6,986.22,8064.25,8076.54,7948.43,7990.39,-84.72
2016/1/7,1170,7963.24,7980.5,7770.16,7852.06,-138.33
2016/1/8,915.43,7811.2,7906.55,7788.71,7893.97,41.91
2016/1/11,850.21,7855.8,7855.8,7726.22,7788.42,-105.55
2016/1/12,862.69,7807.93,7851.81,7732.11,7768.45,-19.97
2016/1/13,744.26,7799.56,7865.98,7786.33,7824.61,56.16
2016/1/14,815.47,7752.09,7752.09,7662.34,7742.88,-81.73
2016/1/15,901.93,7809,7842.34,7708.66,7762.01,19.13
2016/1/18,811.16,7678.67,7834.25,7627.89,7811.18,49.17
2016/1/19,735.94,7816.45,7854.88,7786.77,7854.88,43.7
2016/1/20,885.04,7835.17,7835.17,7687.6,7699.12,-155.76
2016/1/21,731.29,7713.17,7748.37,7664.01,7664.01,-35.11
2016/1/22,691.19,7729.01,7774.12,7706.14,7756.18,92.17
2016/1/25,694.33,7813.73,7899.66,7813.73,7894.15,137.97
2016/1/26,617.34,7832.1,7848.63,7799.58,7828.67,-65.48
2016/1/27,696.02,7863.66,7888.63,7830.33,7849.83,21.16
2016/1/28,789.52,7825.22,7921.06,7821.12,7905.1,55.27
2016/1/29,1113.89,7880.78,8080.6,7876.82,8080.6,175.5
2016/1/30,619.41,8107.23,8149.5,8106.63,8145.21,64.61
2016/2/1,834.97,8164.24,8166.8,8110.87,8156.96,11.75
2016/2/2,731.44,8141.52,8156.25,8091.14,8131.24,-25.72
2016/2/3,779.52,8117.22,8117.22,8036.6,8063,-68.24
2016/2/15,881.15,7976.65,8074.8,7953.99,8066.51,3.51
2016/2/16,906.47,8090.91,8227.19,8090.91,8212.07,145.56
2016/2/17,841.95,8240.73,8253.8,8196.13,8214.25,2.18
2016/2/18,942.27,8261.74,8337.97,8261.74,8314.67,100.42
2016/2/19,753.27,8291.83,8325.04,8280.39,8325.04,10.37
2016/2/22,752.58,8315.79,8396.62,8296.18,8326.68,1.64
2016/2/23,786.05,8333.59,8361.79,8311.94,8334.64,7.96
2016/2/24,724.14,8332.66,8382.25,8264.39,8282.86,-51.78
2016/2/25,847.13,8304.18,8388.63,8304.18,8365.86,83
2016/2/26,818.04,8380.53,8432.74,8347.8,8411.16,45.3
2016/3/1,908.59,8381.38,8489.01,8378.06,8485.69,74.53
2016/3/2,1011.2,8544.66,8586.25,8540.17,8544.05,58.36
2016/3/3,1007.51,8569.05,8630.77,8561.74,8611.79,67.74
2016/3/4,937.52,8611.37,8648.94,8584.06,8643.55,31.76
2016/3/7,971.96,8656.74,8727.88,8632.21,8659.55,16
2016/3/8,1056.86,8655.86,8668.51,8575.7,8664.31,4.76
2016/3/9,868.65,8649.1,8657.17,8588.41,8634.11,-30.2
